gp,NN,O
consumption,IN,O
as,DT,O
per,NN,O
formula,IN,O
ie,IN,O
lefxhed,NN,O
have,NN,O
been,VBN,O
thoroughly,VBP,O
taken,VBN,O
care,RB,O
of,VBN,O
in,NN,O
the,IN,O
formula,IN,O
provided,DT,O
in,NN,O
the,VBN,O
tariff,IN,O
from,DT,O
the,NN,O
facts,IN,O
and,DT,O
circumstances,NNS,O
as,CC,O
set,NNS,O
forth,IN,O
above,VBN,O
it,NN,O
is,IN,O
absolutely,PRP,O
clear,VBZ,O
that,RB,O
clause,JJ,O
169,IN,O
b,NN,O
and,CD,O
c,NN,O
of,CC,O
tariff,NN,O
is,IN,O
attracted,NN,O
and,VBZ,O
the,VBN,O
consumer,CC,B-LEGAL
m,DT,O
s,NN,O
jmd,NN,O
alloys,NN,O
is,NN,O
liable,VBZ,O
to,VBZ,O
pay,JJ,O
the,TO,O
compensatory,VB,O
bill,DT,B-LEGAL
in,NN,O
terms,NN,O
of,IN,O
clause,NNS,O
169,IN,O
of,NN,O
tariff,CD,O
6,IN,O
in,NN,O
accordance,CD,O
with,IN,O
the,NN,O
order,IN,O
of,DT,O
the,NN,O
chief,IN,O
engineer,DT,O
a,JJ,O
fresh,NN,O
electricity,DT,B-LEGAL
bill,JJ,I-LEGAL
was,NN,O
prepared,NN,O
on,VBD,O
29101999,VBN,O
for,IN,O
rs,CD,O
4,IN,O
09,NN,O
32,CD,O
925,CD,O
towards,CD,O
the,CD,O
cost,NNS,O
of,DT,O
units,NN,O
of,IN,O
electricity,NNS,O
and,IN,O
rs,NN,O
3,CC,O
90,VB,O
73,CD,O
217,CD,O
towards,CD,O
fuel,CD,B-LEGAL
surcharge,NNS,I-LEGAL
after,NN,O
adding,NN,O
the,IN,O
electricity,VBG,B-LEGAL
duty,DT,I-LEGAL
and,NN,O
charges,NN,O
for,CC,O
rental,NNS,O
of,IN,O
transformer,NN,O
and,IN,O
fuse,NN,O
replacement,CC,O
etc,VB,O
a,NN,O
bill,FW,B-LEGAL
was,DT,O
issued,NN,O
for,VBD,O
rs,VBN,O
8,IN,O
85,JJ,O
77,CD,O
131,CD,O
7,CD,O
shri,CD,O
gopal,CD,O
subramanium,NN,O
learned,JJ,O
senior,NN,O
counsel,VBD,O
for,JJ,O
the,NN,O
petitioner,IN,O
has,DT,O
submitted,NN,O
that,VBZ,O
the,VBN,O
factory,IN,O
premises,DT,O
of,NN,O
the,NNS,O
petitioner,IN,O
had,DT,O
been,NN,O
inspected,VBD,O
on,VBN,O
1451999,VBN,O
and,IN,O
then,CD,O
again,CC,O
on,RB,O
2071999,RB,O
and,IN,O
no,CD,O
irregularity,CC,O
of,DT,O
any,NN,O
kind,IN,O
had,DT,O
been,NN,O
fund,VBD,O
on,VBN,O
the,VBN,O
said,IN,O
dates,DT,O
and,VBD,O
therefore,NNS,O
the,CC,O
allegation,VB,O
that,DT,O
the,NN,O
petitioner,IN,O
had,DT,O
tampered,NN,O
with,VBD,O
the,VBN,O
seal,IN,O
of,DT,O
ct,NN,O
pt,IN,O
unit,JJ,O
is,NN,O
wholly,NN,O
incorrect,VBZ,O
there,RB,O
was,JJ,O
no,EX,O
material,VBD,O
or,DT,O
evidence,NN,O
to,CC,O
show,NN,O
that,TO,O
any,VB,O
effort,IN,O
had,DT,O
been,NN,O
made,VBD,O
by,VBN,O
the,VBN,O
petitioner,IN,O
to,DT,O
interfere,NN,O
with,TO,O
the,VB,O
metering,IN,O
unit,DT,O
which,NN,O
may,NN,O
have,WDT,O
the,MD,O
effect,VB,O
of,DT,O
showing,NN,O
lesser,IN,O
consumption,VBG,O
of,JJR,O
energy,NN,O
learned,IN,O
counsel,NN,O
has,VBN,O
also,NN,O
submitted,VBZ,O
that,RB,O
in,VBN,O
absence,IN,O
of,IN,O
any,NN,O
evidence,IN,O
relating,DT,O
to,NN,O
presence,NN,O
of,TO,O
artificial,NN,B-LEGAL
means,IN,I-LEGAL
which,JJ,O
would,NNS,O
have,WDT,O
rendered,MD,O
abstraction,VB,B-LEGAL
of,VBN,O
electrical,NN,B-LEGAL
energy,IN,I-LEGAL
possible,JJ,O
the,NN,O
provisions,JJ,O
of,DT,O
clause,NNS,O
169,IN,O
of,NN,O
the,CD,O
tariff,IN,O
could,DT,O
not,NN,O
be,MD,O
made,RB,O
applicable,VB,O
and,VBN,O
the,JJ,O
electricity,CC,B-LEGAL
bill,DT,I-LEGAL
issued,NN,O
to,NN,O
the,VBN,O
petitioner,TO,O
is,DT,O
incorrect,NN,O
it,VBZ,O
has,JJ,O
also,PRP,O
been,VBZ,O
urged,RB,O
that,VBN,O
the,VBN,O
last,IN,O
inspection,DT,B-LEGAL
of,JJ,O
the,NN,O
petitioner,IN,O
s,DT,O
premises,NN,O
having,NN,O
been,VBZ,O
done,VBG,O
on,VBN,O
2071999,VBN,O
there,IN,O
is,CD,O
no,EX,O
justification,VBZ,O
for,DT,O
counting,NN,O
the,IN,O
period,VBG,O
of,DT,O
dishonest,NN,B-LEGAL
abstraction,IN,I-LEGAL
of,JJS,O
energy,NN,O
as,IN,O
180,NN,O
days,IN,O
six,CD,O
months,NNS,O
and,CD,O
therefore,NNS,O
the,CC,O
bill,VB,B-LEGAL
issued,DT,O
to,NN,O
the,VBN,O
petitioner,TO,O
is,DT,O
for,NN,O
much,VBZ,O
longer,IN,O
period,JJ,O
which,JJR,O
was,NN,O
not,WDT,O
permissible,VBD,O
in,RB,O
law,JJ,O
the,IN,O
learned,NN,O
counsel,DT,O
has,JJ,O
further,NN,O
submitted,VBZ,O
that,RB,O
the,VBN,O
findings,IN,O
recorded,DT,O
by,NNS,O
the,VBN,O
chief,IN,O
engineer,DT,O
are,JJ,O
wholly,NN,O
incorrect,VBP,O
as,RB,O
instead,JJ,O
of,IN,O
basing,RB,O
his,IN,O
order,VBG,O
on,PRP$,O
the,NN,O
actual,IN,O
production,DT,O
of,JJ,O
steel,NN,O
he,IN,O
has,NN,O
gone,PRP,O
by,VBZ,O
the,VBN,O
capacity,IN,O
of,DT,O
the,NN,O
furnaces,IN,O
shri,DT,O
subramanium,NNS,O
has,VBP,O
also,NN,O
urged,VBZ,O
that,RB,O
the,VBN,O
faulty,IN,O
recording,DT,O
of,NN,O
the,NN,O
meter,IN,B-LEGAL
has,DT,O
to,NN,O
be,VBZ,O
judged,TO,O
from,VB,O
the,VBN,O
standpoint,IN,O
of,DT,O
section,NN,O
266,IN,O
of,NN,O
the,CD,O
indian,IN,O
electricity,DT,O
act,JJ,O
1910,NN,O
and,NN,O
the,CD,O
matter,CC,O
should,DT,O
have,NN,O
been,MD,O
referred,VB,O
to,VBN,O
electrical,VBN,B-LEGAL
inspector,TO,I-LEGAL
8,JJ,O
shri,NN,O
vr,CD,O
reddy,NN,O
learned,NN,O
senior,NN,O
counsel,VBD,O
for,JJ,O
the,NN,O
electricity,IN,B-LEGAL
board,DT,I-LEGAL
has,NN,O
submitted,NN,O
that,VBZ,O
section,VBN,O
266,IN,O
of,NN,O
the,CD,O
indian,IN,O
electricity,DT,O
act,JJ,O
has,NN,O
no,NN,O
application,VBZ,O
to,DT,O
a,NN,O
case,TO,O
where,DT,O
the,NN,O
seal,WRB,O
fixed,DT,O
on,NN,O
ct,VBN,O
pt,IN,O
terminal,NN,O
box,JJ,O
had,NN,O
been,NN,O
tampered,VBD,O
with,VBN,O
and,VBN,O
the,IN,O
recording,CC,O
of,DT,O
consumption,NN,O
by,IN,O
the,NN,O
meter,IN,B-LEGAL
had,DT,O
been,NN,O
effected,VBD,O
by,VBN,O
recourse,VBN,O
to,IN,O
artificial,NN,B-LEGAL
means,TO,I-LEGAL
learned,JJ,O
counsel,NNS,O
has,VBD,O
laid,NN,O
stress,VBZ,O
on,VBN,O
the,NN,O
fact,IN,O
that,DT,O
the,NN,O
chief,IN,O
engineer,DT,O
after,NN,O
considering,NN,O
all,IN,O
the,VBG,O
relevant,PDT,O
material,DT,O
and,JJ,O
circumstances,NN,O
has,CC,O
recorded,NNS,O
a,VBZ,O
categorical,VBN,O
finding,DT,O
that,JJ,O
the,NN,O
seal,IN,O
of,DT,O
the,NN,O
ct,IN,O
pt,DT,O
terminal,NN,O
box,JJ,O
had,NN,O
been,NN,O
tampered,VBD,O
with,VBN,O
and,VBN,O
the,IN,O
petitioner,CC,O
had,DT,O
exceeded,NN,O
the,VBD,O
contracted,VBN,B-LEGAL
load,DT,I-LEGAL
and,VBN,O
had,NN,O
also,CC,O
dishonestly,VBD,B-LEGAL
abstracted,RB,O
electrical,RB,B-LEGAL
energy,JJ,I-LEGAL
to,JJ,O
a,NN,O
very,TO,O
large,DT,O
extent,RB,O
according,JJ,O
to,NN,O
the,VBG,O
learned,TO,O
counsel,DT,O
the,JJ,O
findings,NN,O
recorded,DT,O
by,NNS,O
the,VBN,O
chief,IN,O
engineer,DT,O
being,JJ,O
based,NN,O
upon,VBG,O
relevant,VBN,O
material,IN,O
are,JJ,O
not,NN,O
open,VBP,O
to,RB,O
challenge,JJ,O
in,TO,O
proceedings,VB,O
under,IN,O
article,NNS,O
226,IN,O
of,NN,O
the,CD,O
constitution,IN,O
of,DT,O
india,NN,O
in,IN,O
support,NN,O
of,IN,O
the,NN,O
appeal,IN,O
preferred,DT,O
by,NN,O
the,VBN,O
electricity,IN,B-LEGAL
board,DT,I-LEGAL
shri,NN,O
reddy,NN,O
has,NN,O
submitted,NN,O
that,VBZ,O
the,VBN,O
surcharge,IN,O
being,DT,O
part,NN,O
of,VBG,O
the,NN,O
electricity,IN,B-LEGAL
bill,DT,I-LEGAL
the,NN,O
division,NN,O
bench,DT,O
of,NN,O
the,NN,O
high,IN,O
court,DT,O
had,JJ,O
erred,NN,O
in,VBD,O
holding,VBN,O
that,IN,O
the,VBG,O
same,IN,O
was,DT,O
chargeable,JJ,O
on,VBD,O
per,JJ,O
unit,IN,O
basis,IN,O
and,NN,O
not,NN,O
at,CC,O
thrice,RB,O
the,IN,O
value,NN,O
thereof,DT,O
according,NN,O
to,NN,O
the,VBG,O
learned,TO,O
counsel,DT,O
in,JJ,O
view,NN,O
of,IN,O
clause,NN,O
169,IN,O
of,NN,O
the,CD,O
tariff,IN,O
the,DT,O
fuel,NN,B-LEGAL
surcharge,DT,I-LEGAL
has,NN,O
also,NN,O
to,VBZ,O
be,RB,O
levied,TO,O
at,VB,O
three,VBN,O
times,IN,O
the,CD,O
units,NNS,O
assessed,DT,O
9,NNS,O
it,VBD,O
may,CD,O
be,PRP,O
stated,MD,O
at,VB,O
the,VBN,O
very,IN,O
outset,DT,O
that,RB,O
a,VBP,O
detailed,IN,O
show,DT,O
cause,JJ,O
notice,NN,O
dated,NN,O
13101999,NN,O
mentioning,VBD,O
all,CD,O
the,VBG,O
relevant,PDT,O
facts,DT,O
was,JJ,O
served,NNS,O
upon,VBD,O
the,VBN,O
petitioner,IN,O
to,DT,O
which,NN,O
the,TO,O
petitioner,WDT,O
gave,DT,O
a,NN,O
reply,VBD,O
on,DT,O
20101999,NN,O
the,IN,O
order,CD,O
of,DT,O
the,NN,O
chief,IN,O
engineer,DT,O
mentions,JJ,O
that,NN,O
the,NNS,O
petitioner,IN,O
was,DT,O
afforded,NN,O
an,VBD,O
opportunity,VBN,O
of,DT,O
personal,NN,O
hearing,IN,O
and,JJ,O
is,NN,O
counsel,CC,O
appeared,VBZ,O
before,NN,O
him,VBD,O
and,IN,O
argued,PRP,O
the,CC,O
matter,VBD,O
on,DT,O
25101999,NN,O
and,IN,O
26101999,CD,O
the,CC,O
chief,CD,O
engineer,DT,O
has,NN,O
recorded,NN,O
a,VBZ,O
clear,VBN,O
finding,DT,O
that,JJ,O
the,NN,O
seal,IN,O
on,DT,O
ct,NN,O
pt,IN,O
terminal,NN,O
box,JJ,O
was,JJ,O
found,NN,O
to,VBD,O
be,VBN,O
tampered,TO,O
with,VB,O
a,VBN,O
seal,IN,O
bearing,DT,O
no,JJ,O
045660p,NN,O
had,DT,O
been,CD,O
put,VBD,O
on,VBN,O
the,VBN,O
ct,IN,O
pt,DT,O
terminal,NN,O
box,JJ,O
on,JJ,O
1451999,NN,O
and,IN,O
the,CD,O
authority,CC,O
fixing,DT,O
the,NN,O
seal,VBG,O
had,DT,O
put,NN,O
his,VBD,O
signatures,VBN,O
thereon,PRP$,O
at,NNS,O
the,VBP,O
time,IN,O
of,DT,O
the,NN,O
inspection,IN,B-LEGAL
on,DT,O
2781999,NN,O
the,IN,O
seal,CD,O
was,DT,O
found,NN,O
to,VBD,O
be,VBN,O
tampered,TO,O
with,VB,O
which,VBN,O
was,IN,O
seized,WDT,O
by,VBD,O
the,VBN,O
inspecting,IN,O
team,DT,O
the,NN,O
seal,NN,O
did,DT,O
not,NN,O
contain,VBD,O
the,RB,O
signature,VB,O
of,DT,O
the,NN,O
authority,IN,O
who,DT,O
had,NN,O
put,WP,O
the,VBD,O
seal,VBN,O
the,DT,O
record,NN,O
shows,DT,O
that,NN,O
the,VBZ,O
inspection,IN,B-LEGAL
had,DT,O
been,NN,O
done,VBD,O
by,VBN,O
a,VBN,O
high,IN,O
level,DT,O
team,JJ,O
consisting,NN,O
of,NN,O
as,VBG,O
many,IN,O
as,RB,O
8,JJ,O
responsible,IN,O
officers,CD,O
some,JJ,O
of,NNS,O
whom,DT,O
had,IN,O
come,WP,O
from,VBD,O
the,VBN,O
headquarters,IN,O
of,DT,O
the,NN,O
electricity,IN,B-LEGAL
board,DT,I-LEGAL
at,NN,O
patna,NN,O
an,IN,O
executive,FW,O
magistrate,DT,O
was,NN,O
also,NN,O
a,VBD,O
member,RB,O
of,DT,O
the,NN,O
team,IN,O
the,DT,O
manager,NN,O
of,DT,O
the,NN,O
petitioner,IN,O
himself,DT,O
lodged,NN,O
a,PRP,O
report,VBD,O
on,DT,O
2881999,NN,O
with,IN,O
the,CD,O
deputy,IN,O
superintendent,DT,O
of,JJ,O
police,NN,O
danapur,IN,O
patna,NN,O
alleging,NN,O
that,NN,O
8,VBG,O
officers,IN,O
of,CD,O
the,NNS,O
bihar,IN,O
state,DT,B-LEGAL
electricity,NN,I-LEGAL
board,NN,I-LEGAL
with,NN,O
armed,NN,O
force,IN,O
visited,VBN,O
and,NN,O
tested,VBN,O
the,CC,O
installation,VBN,B-LEGAL
and,DT,O
the,NN,O
members,CC,O
of,DT,O
the,NNS,O
team,IN,O
with,DT,O
the,NN,O
help,IN,O
of,DT,O
screw,NN,O
and,IN,O
plier,NN,O
themselves,CC,O
tampered,NN,O
with,PRP,O
the,VBD,O
cover,IN,O
of,DT,O
the,NN,O
lt,IN,O
terminal,DT,O
box,JJ,O
of,JJ,O
ct,NN,O
pt,IN,O
and,NN,O
the,NN,O
plastic,CC,O
seal,DT,O
was,JJ,O
removed,NN,O
and,VBD,O
brought,VBN,O
down,CC,O
by,VBN,O
one,RP,O
of,IN,O
the,CD,O
executive,IN,O
engineers,DT,O
however,NN,O
in,NNS,O
reply,RB,O
to,IN,O
the,NN,O
show,TO,O
cause,DT,O
notice,NN,O
filed,NN,O
by,NN,O
the,VBN,O
petitioner,IN,O
tampering,DT,O
of,NN,O
the,NN,O
seal,IN,O
was,DT,O
denied,NN,O
and,VBD,O
it,VBN,O
was,CC,O
pleaded,PRP,O
that,VBD,O
the,VBN,O
matter,IN,O
was,DT,O
being,NN,O
investigated,VBD,O
by,VBG,O
the,VBN,O
investigating,IN,B-LEGAL
officer,DT,I-LEGAL
of,VBG,O
the,NN,O
criminal,IN,O
case,DT,O
registered,JJ,O
against,NN,O
the,VBN,O
petitioner,IN,O
and,DT,O
his,NN,O
report,CC,O
shall,PRP$,O
be,NN,O
considered,MD,O
by,VB,O
the,VBN,O
court,IN,O
at,DT,O
the,NN,O
appropriate,IN,O
time,DT,O
the,JJ,O
chief,NN,O
engineer,DT,O
after,NN,O
considering,NN,O
the,IN,O
entire,VBG,O
material,DT,O
and,JJ,O
taking,NN,O
into,CC,O
consideration,VBG,O
the,IN,O
fact,NN,O
that,DT,O
there,NN,O
were,IN,O
large,EX,O
number,VBD,O
of,JJ,O
officers,NN,O
of,IN,O
the,NNS,O
board,IN,B-LEGAL
at,DT,O
the,NN,O
time,IN,O
of,DT,O
the,NN,O
inspection,IN,B-LEGAL
has,DT,O
recorded,NN,O
a,VBZ,O
finding,VBN,O
that,DT,O
the,NN,O
seal,IN,O
had,DT,O
been,NN,O
tampered,VBD,O
with,VBN,O
it,VBN,O
is,IN,O
an,PRP,O
admitted,VBZ,O
position,DT,O
that,JJ,O
in,NN,O
the,IN,O
factory,IN,O
of,DT,O
the,NN,O
petitioner,IN,O
there,DT,O
were,NN,O
two,EX,O
furnaces,VBD,O
each,CD,O
of,NNS,O
6,DT,O
mt,IN,O
and,CD,O
thus,NNS,O
the,CC,O
total,RB,O
capacity,DT,O
was,JJ,O
12,NN,O
mt,VBD,O
the,CD,O
manufacturer,IN,O
of,DT,O
the,NN,O
induction,IN,O
furnaces,DT,O
namely,NN,O
megatherm,VBZ,O
electronic,RB,O
pvt,JJ,O
ltd,JJ,O
had,NN,O
given,NN,O
in,VBD,O
writing,VBN,O
that,IN,O
the,VBG,O
load,IN,O
of,DT,O
6,NN,O
mt,IN,O
induction,CD,O
furnace,JJ,O
was,NN,O
2500,NN,O
kv,VBD,O
which,CD,O
is,NN,O
equivalent,WDT,O
to,VBZ,O
3000,JJ,O
kva,TO,O
and,CD,O
therefore,NN,O
the,CC,O
actual,RB,O
load,DT,O
of,JJ,O
the,NN,O
furnaces,IN,O
installed,DT,O
at,NNS,O
the,VBN,O
petitioner,IN,O
s,DT,O
factory,NN,O
after,VBD,O
taking,NN,O
into,IN,O
consideration,VBG,O
the,IN,O
auxiliary,NN,O
load,DT,O
came,JJ,O
to,NN,O
7200,VBD,O
kva,TO,O
the,CD,O
induction,VB,O
furnaces,DT,O
association,NN,B-LEGAL
of,VBZ,O
bihar,NN,O
of,IN,O
which,NN,O
the,IN,O
petitioner,WDT,O
is,DT,O
also,NN,O
a,VBZ,O
member,RB,O
had,DT,O
agreed,NN,O
and,VBD,O
proposed,VBN,O
that,CC,O
the,VBN,O
load,IN,O
of,DT,O
an,NN,O
induction,IN,O
furnace,DT,O
could,NN,O
be,NN,O
taken,MD,O
to,VB,O
be,VBN,O
600,TO,O
kva,VB,O
per,CD,O
mt,JJ,O
on,IN,O
consideration,NN,O
of,IN,O
these,NN,O
factors,IN,O
the,DT,O
chief,NNS,O
engineer,DT,O
came,JJ,O
to,NN,O
a,VBD,O
conclusion,TO,O
that,DT,O
the,NN,O
actual,IN,O
load,DT,O
of,JJ,O
the,NN,O
petitioner,IN,O
s,DT,O
factory,NN,O
was,VBD,O
7200,NN,O
kva,VBD,O
the,CD,O
other,IN,O
material,DT,O
which,JJ,O
has,NN,O
been,WDT,O
considered,VBZ,O
by,VBN,O
the,VBN,O
chief,IN,O
engineer,DT,O
is,JJ,O
that,NN,O
on,VBZ,O
an,IN,O
average,IN,O
the,DT,O
power,NN,O
was,DT,O
consumed,NN,O
for,VBD,O
2125,VBN,O
hours,IN,O
per,CD,O
day,NNS,O
as,JJ,O
the,NN,O
factory,IN,O
was,DT,O
running,NN,O
in,VBD,O
two,VBG,O
shifts,IN,O
with,CD,O
40,NNS,O
workers,IN,O
in,CD,O
each,NNS,O
shift,IN,O
and,DT,O
therefore,NN,O
the,CC,O
number,VB,O
of,DT,O
units,NN,O
being,IN,O
actually,NNS,O
consumed,VBG,O
were,RB,O
much,VBN,O
higher,VBD,O
than,RB,O
that,JJR,O
recorded,IN,O
in,DT,O
the,VBN,O
meter,IN,B-LEGAL
on,DT,O
the,NN,O
basis,IN,O
of,DT,O
these,NN,O
findings,IN,O
the,DT,O
assessment,NNS,B-LEGAL
has,DT,O
been,NN,O
made,VBZ,O
of,VBN,O
the,VBN,O
compensatory,IN,O
amount,DT,O
under,NN,O
clause,NN,O
169,IN,O
of,NN,O
the,CD,O
tariff,IN,O
10,DT,O
the,NN,O
contention,CD,O
that,DT,O
the,NN,O
dispute,IN,B-LEGAL
regarding,DT,O
tampering,NN,O
of,VBG,O
the,NN,O
seal,IN,O
of,DT,O
ct,NN,O
pt,IN,O
terminal,NN,O
unit,VBP,O
should,JJ,O
have,NN,O
been,MD,O
referred,VB,O
to,VBN,O
the,VBN,O
electrical,TO,B-LEGAL
inspector,DT,I-LEGAL
has,JJ,O
hardly,NN,O
any,VBZ,O
merit,RB,O
in,DT,O
madhya,NN,O
pradesh,IN,O
electricity,NN,B-LEGAL
board,JJ,I-LEGAL
and,NN,O
ors,NN,O
v,CC,O
basantibai,NNS,O
manu,VBP,O
sc,JJ,O
0389,NN,O
1987manu,NN,O
sc,CD,O
0389,CD,O
1987,NN,O
1988,CD,O
1scr890,CD,O
it,CD,O
has,CD,O
been,PRP,O
held,VBZ,O
that,VBN,O
a,VBN,O
dispute,IN,B-LEGAL
regarding,DT,O
the,NN,O
commission,VBG,O
of,DT,O
fraud,NN,O
in,IN,O
tampering,NN,O
with,IN,O
the,VBG,O
meter,IN,B-LEGAL
and,DT,O
breaking,NN,O
the,CC,O
body,VBG,O
seal,DT,O
is,NN,O
one,NN,O
outside,VBZ,O
the,CD,O
ambit,IN,O
of,DT,O
section,NN,O
266,IN,O
of,NN,O
the,CD,O
indian,IN,O
electricity,DT,O
act,JJ,O
and,NN,O
the,NN,O
electrical,CC,B-LEGAL
inspector,DT,I-LEGAL
has,JJ,O
no,NN,O
jurisdiction,VBZ,O
to,DT,O
decide,NN,O
such,TO,O
cases,VB,O
of,JJ,O
fraud,NNS,O
it,IN,O
was,NN,O
further,PRP,O
held,VBD,O
that,RBR,O
under,VBD,O
section,IN,O
266,IN,O
the,NN,O
only,CD,O
dispute,DT,B-LEGAL
which,JJ,O
can,NN,O
be,WDT,O
decided,MD,O
by,VB,O
the,VBN,O
electrical,IN,B-LEGAL
inspector,DT,I-LEGAL
is,JJ,O
as,NN,O
to,VBZ,O
whether,IN,O
the,TO,O
meter,IN,B-LEGAL
is,DT,O
correct,NN,O
and,VBZ,O
is,JJ,O
accurately,CC,O
recording,VBZ,O
the,RB,O
reading,VBG,O
or,DT,O
there,NN,O
is,CC,O
some,EX,O
fault,VBZ,O
in,DT,O
the,NN,O
same,IN,O
since,DT,O
in,JJ,O
the,IN,O
present,IN,O
case,DT,O
it,JJ,O
has,NN,O
been,PRP,O
found,VBZ,O
that,VBN,O
the,VBN,O
seal,IN,O
on,DT,O
the,NN,O
ct,IN,O
pt,DT,O
terminal,NN,O
box,JJ,O
had,NN,O
been,NN,O
tampered,VBD,O
with,VBN,O
and,VBN,O
the,IN,O
natural,CC,O
working,DT,O
of,JJ,O
the,NN,O
meter,IN,B-LEGAL
had,DT,O
been,NN,O
affected,VBD,O
by,VBN,O
taking,VBN,O
recourse,IN,O
to,VBG,O
external,NN,O
devices,TO,O
a,JJ,O
dispute,NNS,B-LEGAL
of,DT,O
this,NN,O
kind,IN,O
cannot,DT,O
be,NN,O
referred,MD,O
to,RB,O
an,VB,O
electrical,VBN,B-LEGAL
inspector,TO,I-LEGAL
11,DT,O
the,JJ,O
next,NN,O
contention,CD,O
raised,DT,O
is,JJ,O
that,NN,O
the,VBN,O
period,VBZ,O
of,IN,O
180,DT,O
days,NN,O
for,IN,O
which,CD,O
theft,NNS,O
of,IN,O
electricity,WDT,O
has,NN,O
been,IN,O
assessed,NN,O
is,VBZ,O
absolutely,VBN,O
wrong,VBN,O
and,VBZ,O
has,RB,O
no,JJ,O
rational,CC,O
basis,VBZ,O
the,DT,O
electricity,JJ,B-LEGAL
board,NN,I-LEGAL
has,DT,O
proceeded,NN,O
on,NN,O
the,VBZ,O
footing,VBN,O
that,IN,O
clause,DT,O
169,NN,O
of,WDT,O
the,VBP,O
tariff,CD,O
framed,IN,O
by,DT,O
the,NN,O
bihar,VBN,O
state,IN,B-LEGAL
electricity,DT,I-LEGAL
board,NN,I-LEGAL
with,NN,O
the,NN,O
approval,NN,O
of,IN,O
the,DT,O
state,NN,O
government,IN,O
is,DT,O
applicable,NN,O
clause,NN,O
169,VBZ,O
of,JJ,O
the,NN,O
tariff,CD,O
reads,IN,O
as,DT,O
under,NN,O
169,VBZ,O
a,IN,O
detection,IN,O
of,CD,O
unauthorised,DT,O
load,NN,O
if,IN,O
at,JJ,O
any,NN,O
time,IN,O
the,IN,O
consumer,DT,B-LEGAL
is,NN,O
found,DT,O
exceeding,NN,O
the,VBZ,O
contracted,VBN,B-LEGAL
load,VBG,I-LEGAL
without,DT,O
specific,VBN,O
permission,NN,O
of,IN,O
the,JJ,O
board,NN,B-LEGAL
the,IN,O
board,DT,B-LEGAL
may,NN,O
without,DT,O
prejudice,NN,O
to,MD,O
its,IN,O
other,NN,O
rights,TO,O
under,PRP$,O
the,JJ,O
agreement,NNS,O
or,IN,O
under,DT,O
the,NN,O
provisions,CC,O
of,IN,O
the,DT,O
electricity,NNS,O
act,IN,O
estimate,DT,O
the,NN,O
value,NN,O
of,VBP,O
the,DT,O
electrical,NN,B-LEGAL
energy,IN,I-LEGAL
so,DT,O
extracted,JJ,O
consumed,NN,O
or,RB,O
used,JJ,O
shall,VBD,O
be,CC,O
calculated,VBD,O
as,MD,O
below,VB,O
and,VBN,O
may,IN,O
also,IN,O
disconnect,CC,O
the,MD,O
supply,RB,O
without,VB,O
notice,DT,O
i,NN,O
necessary,IN,O
assessment,NN,B-LEGAL
for,NN,O
compensation,JJ,B-LEGAL
in,NN,O
the,IN,O
following,NN,O
malpractice,IN,O
and,DT,O
theft,JJ,O
of,NN,O
energy,CC,O
cases,NN,O
shall,IN,O
be,NN,O
made,NNS,O
as,MD,O
below,VB,O
a,VBN,O
b,IN,O
in,IN,O
case,DT,O
of,NN,O
using,IN,O
energy,NN,O
by,IN,O
creating,VBG,O
obstruction,NN,B-LEGAL
in,IN,O
running,VBG,O
of,NN,O
meters,IN,O
or,VBG,O
interfering,IN,O
with,NNS,O
the,CC,O
system,VBG,O
of,IN,O
supply,DT,O
or,NN,O
wires,IN,O
etc,NN,O
c,CC,O
unit,NNS,O
assessed,VBP,O
l,JJ,O
x,NN,O
f,VBD,O
x,JJ,O
h,NNP,O
x,NN,O
d,NNP,O
where,NN,O
l,NNP,O
h,NN,O
d,WRB,O
is,NN,O
the,NN,O
no,NN,O
of,VBZ,O
days,DT,O
for,DT,O
which,IN,O
the,NNS,O
pilferage,IN,B-LEGAL
took,WDT,O
place,DT,O
which,NN,O
can,VBD,O
be,NN,O
established,WDT,O
from,MD,O
production,VB,O
of,VBN,O
satisfactory,IN,O
evidence,NN,O
by,IN,O
the,JJ,O
consumer,NN,B-LEGAL
in,IN,O
case,DT,O
there,NN,O
is,IN,O
no,NN,O
possible,EX,O
evidence,VBZ,O
to,DT,O
establish,JJ,O
the,NN,O
period,TO,O
this,VB,O
factor,DT,O
be,NN,O
taken,DT,O
equivalent,NN,O
to,VB,O
180,VBN,O
or,JJ,O
the,TO,O
no,CD,O
of,CC,O
days,DT,O
elapsed,DT,O
from,IN,O
the,NNS,O
date,VBN,O
of,IN,O
connection,DT,O
installation,NN,B-LEGAL
of,IN,O
meter,NN,B-LEGAL
till,NN,O
the,IN,O
date,NN,O
of,IN,O
detection,DT,O
of,NN,O
the,IN,O
pilferage,NN,B-LEGAL
whichever,IN,O
is,DT,O
less,NN,O
f,NN,O
ii,VBZ,O
iii,RBR,O
method,JJ,O
of,NN,O
charging,NN,B-LEGAL
the,NN,O
assessed,IN,O
units,VBG,O
as,DT,O
indicated,JJ,O
in,NNS,O
para,IN,O
i,VBN,O
ii,IN,O
above,NN,O
a,NN,O
the,VBP,O
consumption,IN,O
so,DT,O
assessed,DT,O
shall,NN,O
be,RB,O
charged,JJ,O
at,MD,O
thrice,VB,O
the,VBN,O
rate,IN,B-LEGAL
per,PDT,O
unit,DT,O
