hk,NN,O
by,IN,O
the,DT,O
accused,VBN,O
for,IN,O
the,DT,O
murder,NN,O
of,IN,O
deceased,JJ,O
vittal,JJ,O
shetty,NN,O
and,CC,O
deceased,VBD,O
paul,NN,O
in,IN,O
course,NN,O
of,IN,O
the,DT,O
trial,NN,O
accused,VBD,O
no,DT,O
5,CD,O
manjunath,NN,O
is,VBZ,O
stated,VBN,O
to,TO,O
be,VB,O
a,DT,O
juvenile,JJ,B-LEGAL
offender,NN,I-LEGAL
and,CC,O
his,PRP$,O
case,NN,O
was,VBD,O
split,VBN,O
up,RB,O
and,CC,O
only,RB,O
four,CD,O
accused,VBN,O
were,VBD,O
tried,VBN,O
in,IN,O
sessions,NNS,O
case,NN,O
6,CD,O
to,TO,O
establish,VB,O
the,DT,O
guilt,NN,O
of,IN,O
the,DT,O
accused,VBN,O
the,DT,O
prosecution,NN,O
has,VBZ,O
examined,VBN,O
as,RB,O
many,JJ,O
as,IN,O
pws,JJ,O
1,CD,O
to,TO,O
36,CD,O
exs,NNS,O
p1,NN,O
to,TO,O
p49,VB,O
and,CC,O
mos,VB,O
1,CD,O
to,TO,O
24,CD,O
in,IN,O
their,PRP$,O
examination,NN,O
under,IN,O
section,NN,O
313,CD,O
ipc,NN,O
the,DT,O
accused,VBN,O
totally,RB,O
denied,VBD,O
the,DT,O
prosecution,NN,O
story,NN,O
they,PRP,O
however,RB,O
declined,VBD,O
to,TO,O
lead,VB,O
any,DT,O
dws,JJ,O
7,CD,O
it,PRP,O
is,VBZ,O
contended,VBN,O
by,IN,O
mr,NN,O
vijay,NN,O
panjwani,NN,O
learned,VBD,O
amicus,JJ,B-LEGAL
curiae,NN,I-LEGAL
that,IN,O
the,DT,O
prosecution,NN,O
case,NN,O
rests,VBZ,O
entirely,RB,O
on,IN,O
the,DT,O
circumstantial,JJ,B-LEGAL
evidence,NN,I-LEGAL
and,CC,O
the,DT,O
prosecution,NN,O
in,IN,O
such,JJ,O
a,DT,O
case,NN,O
is,VBZ,O
required,VBN,O
to,TO,O
prove,VB,O
all,PDT,O
the,DT,O
links,NNS,O
in,IN,O
the,DT,O
chain,NN,O
of,IN,O
circumstances,NNS,O
which,WDT,O
would,MD,O
lead,VB,O
to,TO,O
unerringly,RB,O
one,CD,O
conclusion,NN,O
and,CC,O
that,DT,O
is,VBZ,O
the,DT,O
guilt,NN,O
of,IN,O
the,DT,O
accused,VBN,O
according,VBG,O
to,TO,O
him,PRP,O
the,DT,O
chain,NN,O
of,IN,O
circumstances,NNS,O
linking,VBG,O
to,TO,O
the,DT,O
guilt,NN,O
of,IN,O
the,DT,O
accused,VBN,O
has,VBZ,O
not,RB,O
been,VBN,O
discharged,VBN,O
by,IN,O
the,DT,O
prosecution,NN,O
8,CD,O
as,IN,O
already,RB,O
noticed,VBN,O
there,EX,O
is,VBZ,O
a,DT,O
concurrent,JJ,O
finding,NN,O
of,IN,O
facts,NNS,O
by,IN,O
both,DT,O
the,DT,O
courts,NNS,O
and,CC,O
this,DT,O
court,NN,O
would,MD,O
be,VB,O
slow,JJ,O
to,TO,O
interfere,VB,O
with,IN,O
the,DT,O
concurrent,NN,O
finding,NN,O
of,IN,O
facts,NNS,O
unless,IN,O
there,EX,O
is,VBZ,O
some,DT,O
perversity,NN,O
in,IN,O
the,DT,O
finding,NN,O
it,PRP,O
is,VBZ,O
also,RB,O
established,VBN,O
principle,NN,O
of,IN,O
law,NN,O
that,IN,O
in,IN,O
a,DT,O
case,NN,O
resting,VBG,O
on,IN,O
circumstantial,JJ,B-LEGAL
evidence,NN,I-LEGAL
the,DT,O
circumstances,NNS,O
from,IN,O
which,WDT,O
the,DT,O
conclusion,NN,O
of,IN,O
guilt,NN,O
is,VBZ,O
drawn,VBN,O
must,MD,O
unerringly,RB,O
lead,VB,O
to,TO,O
one,CD,O
conclusion,NN,O
consistent,VBZ,O
only,RB,O
with,IN,O
the,DT,O
hypothesis,NN,O
of,IN,O
the,DT,O
guilt,NN,O
of,IN,O
the,DT,O
accused,JJ,O
keeping,VBG,O
in,IN,O
view,NN,O
this,DT,O
principle,NN,O
we,PRP,O
now,RB,O
to,TO,O
proceed,VB,O
to,TO,O
find,VB,O
out,RP,O
whether,IN,O
the,DT,O
finding,NN,O
arrived,VBN,O
at,IN,O
by,IN,O
the,DT,O
two,CD,O
courts,NNS,O
suffers,NNS,O
from,IN,O
any,DT,O
infirmity,NN,O
9,CD,O
before,IN,O
we,PRP,O
advert,VBP,O
further,JJ,O
we,PRP,O
may,MD,O
point,VB,O
out,RP,O
that,IN,O
all,PDT,O
the,DT,O
prosecution,NN,O
witnesses,NNS,O
were,VBD,O
independent,JJ,O
witnesses,NNS,O
and,CC,O
there,EX,O
is,VBZ,O
no,DT,O
allegation,NN,O
of,IN,O
malice,NN,B-LEGAL
or,CC,O
rancour,NN,O
towards,IN,O
the,DT,O
accused,VBN,O
the,DT,O
witnesses,NNS,O
were,VBD,O
also,RB,O
subjected,VBN,O
to,TO,O
lengthy,VB,O
cross,JJ,O
examination,NN,O
but,CC,O
their,PRP$,O
testimony,NN,O
remained,VBD,O
unimpeached,JJ,O
10,CD,O
it,PRP,O
is,VBZ,O
not,RB,O
disputed,VBN,O
that,IN,O
on,IN,O
1721992,CD,O
the,DT,O
lorry,NN,O
bearing,VBG,O
no,DT,O
cno,NN,O
8928,CD,O
loaded,VBD,O
with,IN,O
200,CD,O
mangalore,NN,O
urea,NN,O
bags,NNS,O
driven,VBN,O
by,IN,O
deceased,JJ,O
vittal,JJ,O
shetty,NN,O
accompanied,VBN,O
by,IN,O
cleaner,JJR,O
deceased,JJ,O
paul,NN,O
left,VBD,O
mangalore,RBR,O
towards,NNS,O
balehonnur,VBP,O
the,DT,O
said,VBD,O
lorry,JJ,O
belongs,NNS,O
to,TO,O
pws,VB,O
5,CD,O
and,CC,O
16,CD,O
of,IN,O
kiran,NN,O
transport,NN,O
company,NN,O
the,DT,O
said,VBD,O
lorry,JJ,O
met,VBD,O
with,IN,O
an,DT,O
accident,NN,O
near,IN,O
belagodu,NN,O
when,WRB,O
the,DT,O
accused,VBN,O
were,VBD,O
injured,VBN,O
in,IN,O
the,DT,O
same,JJ,O
accident,NN,O
this,DT,O
is,VBZ,O
borne,VBN,O
out,RP,O
from,IN,O
the,DT,O
witnesses,NNS,O
of,IN,O
pws,NN,O
17,CD,O
27,CD,O
and,CC,O
30,CD,O
who,WP,O
are,VBP,O
the,DT,O
persons,NNS,O
who,WP,O
were,VBD,O
immediately,RB,O
approached,VBN,O
by,IN,O
the,DT,O
accused,VBN,O
after,IN,O
the,DT,O
accident,NN,O
and,CC,O
their,PRP$,O
help,NN,O
was,VBD,O
sought,VBN,O
to,TO,O
go,VB,O
to,TO,O
hospital,VB,O
the,DT,O
evidence,NN,O
of,IN,O
pws,NN,O
17,CD,O
27,CD,O
and,CC,O
30,CD,O
has,VBZ,O
also,RB,O
been,VBN,O
corroborated,VBN,O
by,IN,O
the,DT,O
evidence,NN,O
of,IN,O
medical,JJ,O
officers,NNS,O
pws,VBP,O
28,CD,O
26,CD,O
and,CC,O
29,CD,O
it,PRP,O
is,VBZ,O
the,DT,O
evidence,NN,O
of,IN,O
pw,NN,O
17,CD,O
ganga,NN,O
shetty,VBD,O
a,DT,O
group,NN,O
d,VBZ,O
employee,NN,O
of,IN,O
health,NN,O
unit,NN,O
at,IN,O
belagodu,NN,O
that,IN,O
on,IN,O
1821992,CD,O
all,PDT,O
the,DT,O
accused,VBN,O
along,IN,O
with,IN,O
a,DT,O
boy,NN,O
came,VBD,O
to,TO,O
health,NN,O
unit,NN,O
and,CC,O
informed,VBD,O
him,PRP,O
that,IN,O
they,PRP,O
had,VBD,O
sustained,VBN,O
injuries,NNS,O
in,IN,O
an,DT,O
accident,NN,O
to,TO,O
the,DT,O
lorry,NN,O
in,IN,O
which,WDT,O
they,PRP,O
were,VBD,O
travelling,VBG,O
as,IN,O
there,EX,O
was,VBD,O
no,DT,O
medical,JJ,O
officer,NN,O
available,JJ,O
he,PRP,O
directed,VBD,O
the,DT,O
accused,VBN,O
to,TO,O
approach,VB,O
the,DT,O
general,JJ,O
hospital,NN,O
at,IN,O
sakleshpur,NN,O
he,PRP,O
stated,VBD,O
that,IN,O
one,CD,O
of,IN,O
the,DT,O
accused,VBN,O
had,VBD,O
serious,JJ,O
injury,NN,O
on,IN,O
his,PRP$,O
head,NN,O
the,DT,O
statement,NN,O
of,IN,O
pw,NN,O
17,CD,O
is,VBZ,O
corroborated,VBN,O
by,IN,O
the,DT,O
evidence,NN,O
of,IN,O
pws,NN,O
27,CD,O
and,CC,O
30,CD,O
as,IN,O
noticed,JJ,O
pw,NN,O
17,CD,O
was,VBD,O
a,DT,O
d,JJ,O
class,NN,O
employee,NN,O
of,IN,O
phu,NN,O
belagodu,NN,O
and,CC,O
residing,VBG,O
near,IN,O
the,DT,O
place,NN,O
of,IN,O
accident,NN,O
it,PRP,O
is,VBZ,O
quite,RB,O
natural,JJ,O
that,IN,O
the,DT,O
accused,VBN,O
would,MD,O
go,VB,O
to,TO,O
the,DT,O
nearest,JJS,O
place,NN,O
where,WRB,O
medical,JJ,O
aid,NN,O
is,VBZ,O
available,JJ,O
further,RB,O
the,DT,O
evidence,NN,O
of,IN,O
pw,NN,O
17,CD,O
is,VBZ,O
corroborated,VBN,O
by,IN,O
the,DT,O
evidence,NN,O
of,IN,O
pw,JJ,O
27,CD,O
who,WP,O
is,VBZ,O
a,DT,O
coffee,NN,O
estate,NN,O
owner,NN,O
of,IN,O
belagodu,JJ,O
village,NN,O
it,PRP,O
is,VBZ,O
in,IN,O
the,DT,O
statement,NN,O
of,IN,O
pw,NN,O
27,CD,O
that,IN,O
in,IN,O
the,DT,O
morning,NN,O
at,IN,O
about,IN,O
900,CD,O
am,VBP,O
on,IN,O
1821992,CD,O
accused,VBD,O
nos,RB,O
1,CD,O
to,TO,O
4,CD,O
came,VBD,O
to,TO,O
his,PRP$,O
estate,NN,O
out,IN,O
of,IN,O
whom,WP,O
one,CD,O
was,VBD,O
seriously,RB,O
injured,JJ,O
and,CC,O
sought,VBD,O
his,PRP$,O
help,NN,O
to,TO,O
go,VB,O
to,TO,O
hospital,VB,O
at,IN,O
sakleshpur,NN,O
it,PRP,O
is,VBZ,O
also,RB,O
stated,VBN,O
that,IN,O
after,IN,O
seeing,VBG,O
the,DT,O
condition,NN,O
of,IN,O
the,DT,O
injured,JJ,O
he,PRP,O
telephoned,VBD,O
to,TO,O
a,DT,O
relative,NN,O
who,WP,O
is,VBZ,O
also,RB,O
proprietor,NN,O
of,IN,O
hilal,JJ,O
coffee,NN,O
works,NNS,O
at,IN,O
sakaleshpur,NN,O
and,CC,O
requested,VBD,O
him,PRP,O
to,TO,O
arrange,VB,O
for,IN,O
sending,VBG,O
a,DT,O
taxi,NN,O
to,TO,O
take,VB,O
the,DT,O
injured,VBN,O
to,TO,O
the,DT,O
sakaleshpur,JJ,O
hospital,NN,O
at,IN,O
about,IN,O
1030,CD,O
am,VBP,O
a,DT,O
taxi,NN,O
came,VBD,O
and,CC,O
injured,VBN,O
were,VBD,O
taken,VBN,O
in,IN,O
taxi,NN,O
towards,NNS,O
sakaleshpur,VBP,O
the,DT,O
evidence,NN,O
of,IN,O
pw,NN,O
27,CD,O
is,VBZ,O
further,RB,O
corroborated,VBN,O
by,IN,O
the,DT,O
evidence,NN,O
of,IN,O
ferozkhan,JJ,O
pw,NN,O
30,CD,O
the,DT,O
taxi,NN,O
driver,NN,O
pw,VBD,O
30,CD,O
stated,VBD,O
that,IN,O
he,PRP,O
is,VBZ,O
a,DT,O
taxi,NN,O
driver,NN,O
driving,VBG,O
a,DT,O
taxi,NN,O
bearing,NN,O
registration,NN,O
no,DT,O
mex,NN,O
2837,CD,O
on,IN,O
receipt,NN,O
of,IN,O
communication,NN,O
from,IN,O
the,DT,O
proprietor,NN,O
of,IN,O
hilal,JJ,O
coffee,NN,O
works,VBZ,O
that,IN,O
there,EX,O
was,VBD,O
a,DT,O
phone,NN,O
call,NN,O
from,IN,O
belagodu,NN,O
stating,VBG,O
that,IN,O
an,DT,O
accident,NN,O
had,VBD,O
happened,VBN,O
at,IN,O
belagodu,NN,O
and,CC,O
the,DT,O
injured,JJ,O
were,VBD,O
required,VBN,O
to,TO,O
be,VB,O
shifted,VBN,O
to,TO,O
a,DT,O
hospital,NN,O
he,PRP,O
took,VBD,O
the,DT,O
taxi,NN,O
went,VBD,O
to,TO,O
belagodu,VB,O
and,CC,O
reached,VB,O
the,DT,O
outskirts,NNS,O
by,IN,O
about,IN,O
930,CD,O
or,CC,O
945,CD,O
am,VBP,O
and,CC,O
saw,VBD,O
some,DT,O
persons,NNS,O
standing,VBG,O
and,CC,O
one,CD,O
of,IN,O
them,PRP,O
was,VBD,O
seriously,RB,O
injured,JJ,O
he,PRP,O
took,VBD,O
them,PRP,O
to,TO,O
government,NN,O
hospital,NN,O
sakaleshpur,NN,O
and,CC,O
received,VBD,O
the,DT,O
taxi,NN,O
charges,NNS,O
of,IN,O
rs,JJ,O
60,CD,O
from,IN,O
them,PRP,O
the,DT,O
accused,VBN,O
were,VBD,O
identified,VBN,O
by,IN,O
pws,NN,O
17,CD,O
27,CD,O
and,CC,O
30,CD,O
the,DT,O
evidence,NN,O
of,IN,O
pw,NN,O
30,CD,O
that,IN,O
he,PRP,O
took,VBD,O
the,DT,O
accused,VBN,O
from,IN,O
belagodu,NN,O
to,TO,O
sakaleshpur,VB,O
belagodu,NN,O
to,TO,O
sakaleshpur,VB,O
hospital,NN,O
has,VBZ,O
been,VBN,O
corroborated,VBN,O
by,IN,O
the,DT,O
evidence,NN,O
of,IN,O
dr,NN,O
prakash,NN,O
inamdar,NN,O
pw,NN,O
28,CD,O
it,PRP,O
is,VBZ,O
stated,VBN,O
in,IN,O
the,DT,O
evidence,NN,O
of,IN,O
pw,NN,O
28,CD,O
that,IN,O
he,PRP,O
was,VBD,O
a,DT,O
medical,JJ,O
officer,NN,O
in,IN,O
the,DT,O
govt,JJ,O
hospital,NN,O
at,IN,O
sakaleshpur,NN,O
and,CC,O
on,IN,O
18121992,CD,O
he,PRP,O
had,VBD,O
examined,VBN,O
three,CD,O
injured,JJ,O
persons,NNS,O
who,WP,O
disclosed,VBD,O
their,PRP$,O
names,NNS,O
as,IN,O
d,NN,O
souza,NN,O
s,NN,O
o,NN,O
joseph,NN,O
d,NN,O
souza,NN,O
anil,NN,O
s,NN,O
o,NN,O
joseph,NN,O
d,NN,O
souza,NN,O
and,CC,O
manjunath,NN,O
s,NN,O
o,NN,O
r,NN,O
shetty,VBD,O
the,DT,O
accused,VBN,O
also,RB,O
informed,VBD,O
him,PRP,O
that,IN,O
they,PRP,O
were,VBD,O
victims,NNS,O
of,IN,O
a,DT,O
motor,NN,B-LEGAL
vehicle,NN,I-LEGAL
accident,NN,I-LEGAL
near,IN,O
belagodu,JJ,O
village,NN,O
pw,VBD,O
28,CD,O
not,RB,O
only,RB,O
treated,VBD,O
the,DT,O
accused,VBN,O
but,CC,O
also,RB,O
noted,VBD,O
down,IN,O
the,DT,O
injures,NNS,O
in,IN,O
the,DT,O
medico,JJ,O
legal,JJ,O
register,NN,O
and,CC,O
the,DT,O
same,JJ,O
is,VBZ,O
marked,VBN,O
vide,IN,O
exp,JJ,O
32,CD,O
and,CC,O
the,DT,O
relevant,JJ,O
entries,NNS,O
at,IN,O
p,NN,O
32,CD,O
a,DT,O
b,NN,O
c,NN,O
it,PRP,O
is,VBZ,O
consistent,JJ,O
that,IN,O
the,DT,O
accused,VBN,O
were,VBD,O
injured,VBN,O
in,IN,O
a,DT,O
lorry,JJ,O
accident,NN,O
at,IN,O
belagodu,JJ,O
village,NN,O
and,CC,O
later,RB,O
came,VBD,O
to,TO,O
sakaleshpur,VB,O
government,NN,O
hospital,NN,O
with,IN,O
the,DT,O
help,NN,O
of,IN,O
pws,NN,O
27,CD,O
and,CC,O
30,CD,O
in,IN,O
the,DT,O
light,NN,O
of,IN,O
the,DT,O
facts,NNS,O
recited,VBD,O
the,DT,O
following,JJ,O
circumstances,NNS,O
are,VBP,O
clearly,RB,O
established,VBN,O
against,IN,O
the,DT,O
accused,JJ,O
11,CD,O
the,DT,O
first,JJ,O
circumstantial,JJ,B-LEGAL
evidence,NN,I-LEGAL
connecting,VBG,O
with,IN,O
the,DT,O
accused,VBN,O
is,VBZ,O
again,RB,O
the,DT,O
evidence,NN,O
of,IN,O
pw,NN,O
30,CD,O
the,DT,O
taxi,NN,O
driver,NN,O
it,PRP,O
is,VBZ,O
noticed,VBN,O
in,IN,O
the,DT,O
evidence,NN,O
of,IN,O
pw,NN,O
27,CD,O
medical,JJ,O
officer,NN,O
who,WP,O
had,VBD,O
advised,VBN,O
the,DT,O
accused,VBN,O
to,TO,O
take,VB,O
the,DT,O
seriously,RB,O
injured,VBN,O
to,TO,O
a,DT,O
major,JJ,O
hospital,NN,O
at,IN,O
mangalore,NN,O
according,VBG,O
to,TO,O
the,DT,O
prosecution,NN,O
case,NN,O
the,DT,O
accused,VBN,O
again,RB,O
came,VBD,O
back,RB,O
to,TO,O
the,DT,O
taxi,NN,O
stand,NN,O
and,CC,O
met,VBD,O
pw,NN,O
30,CD,O
and,CC,O
asked,VBD,O
him,PRP,O
to,TO,O
take,VB,O
the,DT,O
injured,JJ,O
to,TO,O
mangalore,VB,O
in,IN,O
his,PRP$,O
taxi,NN,O
pw,NN,O
30,CD,O
agreed,VBD,O
to,TO,O
the,DT,O
request,NN,O
on,IN,O
the,DT,O
condition,NN,O
that,IN,O
they,PRP,O
would,MD,O
pay,VB,O
his,PRP$,O
taxi,NN,O
charges,NNS,O
of,IN,O
rs,NN,O
550,CD,O
the,DT,O
charges,NNS,O
were,VBD,O
stated,VBN,O
to,TO,O
be,VB,O
settled,VBN,O
at,IN,O
rs,NN,O
500,CD,O
and,CC,O
they,PRP,O
left,VBD,O
towards,NNS,O
mangalore,IN,O
it,PRP,O
is,VBZ,O
in,IN,O
the,DT,O
evidence,NN,O
of,IN,O
pw,NN,O
30,CD,O
that,IN,O
while,IN,O
they,PRP,O
were,VBD,O
proceeding,VBG,O
near,IN,O
uppinangadi,JJ,O
some,DT,O
mechanical,JJ,O
defect,NN,O
developed,VBN,O
in,IN,O
the,DT,O
taxi,NN,O
and,CC,O
he,PRP,O
asked,VBD,O
the,DT,O
accused,VBN,O
to,TO,O
make,VB,O
alternative,JJ,O
arrangement,NN,O
it,PRP,O
is,VBZ,O
further,RBR,O
stated,VBN,O
that,IN,O
on,IN,O
being,VBG,O
demand,NN,O
of,IN,O
taxi,NN,O
charges,NNS,O
the,DT,O
accused,VBN,O
expressed,VBD,O
their,PRP$,O
inability,NN,O
to,TO,O
pay,VB,O
the,DT,O
whole,JJ,O
amount,NN,O
and,CC,O
paid,VBD,O
rs,NN,O
200,CD,O
and,CC,O
on,IN,O
being,VBG,O
insisted,VBN,O
by,IN,O
pw,NN,O
30,CD,O
for,IN,O
full,JJ,O
payment,NN,O
a,DT,O
sum,NN,O
of,IN,O
rs,NN,O
200,CD,O
along,IN,O
with,IN,O
ceiko,JJ,O
writ,NN,O
watch,NN,O
had,VBD,O
been,VBN,O
given,VBN,O
stating,VBG,O
that,IN,O
they,PRP,O
would,MD,O
come,VB,O
back,RB,O
and,CC,O
take,VB,O
the,DT,O
writ,NN,O
watch,NN,O
back,RB,O
after,IN,O
three,CD,O
or,CC,O
four,CD,O
days,NNS,O
after,IN,O
paying,VBG,O
the,DT,O
balance,NN,O
amount,NN,O
as,IN,O
already,RB,O
stated,VBN,O
pw,NN,O
30,CD,O
met,VBN,O
with,IN,O
all,PDT,O
the,DT,O
accused,JJ,O
persons,NNS,O
on,IN,O
two,CD,O
occasions,NNS,O
he,PRP,O
was,VBD,O
well,RB,O
acquainted,VBN,O
with,IN,O
the,DT,O
accused,VBN,O
and,CC,O
clearly,RB,O
recognised,VBD,O
them,PRP,O
in,IN,O
the,DT,O
court,NN,O
there,EX,O
is,VBZ,O
no,DT,O
malice,NN,B-LEGAL
or,CC,O
ill,VB,O
feeling,NN,O
of,IN,O
pw,NN,O
30,CD,O
towards,IN,O
the,DT,O
accused,VBN,O
he,PRP,O
was,VBD,O
subjected,VBN,O
to,TO,O
lengthy,VB,O
cross,JJ,O
examination,NN,O
but,CC,O
nothing,NN,O
could,MD,O
be,VB,O
elicited,VBN,O
to,TO,O
discredit,VB,O
his,PRP$,O
testimony,NN,O
the,DT,O
statement,NN,O
of,IN,O
pw,NN,O
30,CD,O
has,VBZ,O
also,RB,O
been,VBN,O
corroborated,VBN,O
by,IN,O
the,DT,O
seizure,NN,O
of,IN,O
mo,$,O
19,CD,O
this,DT,O
again,RB,O
further,RBR,O
strengthened,VBD,O
the,DT,O
prosecution,NN,O
story,NN,O
connecting,VBG,O
the,DT,O
accused,VBN,O
with,IN,O
the,DT,O
crime,NN,O
pw,NN,O
5,CD,O
the,DT,O
employer,NN,O
of,IN,O
the,DT,O
deceased,JJ,O
vittal,NN,O
shetty,NN,O
and,CC,O
pw,NN,O
8,CD,O
raghunath,NN,O
shetty,VBD,O
the,DT,O
younger,JJR,O
brother,NN,O
of,IN,O
the,DT,O
deceased,VBN,O
had,VBD,O
specifically,RB,O
and,CC,O
positively,RB,O
identified,VBD,O
that,IN,O
mo,$,O
19,CD,O
a,DT,O
wrist,NN,O
watch,NN,O
belongs,NNS,O
to,TO,O
the,DT,O
deceased,JJ,O
vittal,JJ,O
shetty,NN,O
pw,NN,O
8,CD,O
being,VBG,O
the,DT,O
younger,JJR,O
brother,NN,O
of,IN,O
the,DT,O
deceased,JJ,O
vittal,NN,O
shetty,NN,O
is,VBZ,O
quite,RB,O
natural,JJ,O
that,IN,O
he,PRP,O
had,VBD,O
sufficient,JJ,O
and,CC,O
occasion,NN,O
to,TO,O
see,VB,O
the,DT,O
wrist,NN,O
watch,NN,O
ceiko,NN,O
company,NN,O
being,VBG,O
worn,VBN,O
by,IN,O
the,DT,O
deceased,JJ,O
vittal,JJ,O
shetty,NN,O
pw,NN,O
5,CD,O
the,DT,O
employer,NN,O
of,IN,O
vittal,JJ,O
shetty,NN,O
also,RB,O
clearly,RB,O
stated,VBN,O
that,IN,O
he,PRP,O
had,VBD,O
seen,VBN,O
the,DT,O
deceased,JJ,O
wearing,NN,O
mo,NN,O
19,CD,O
whenever,NN,O
he,PRP,O
comes,VBZ,O
for,IN,O
duty,NN,O
12,CD,O
from,IN,O
the,DT,O
evidence,NN,O
disclosed,VBD,O
above,IN,O
it,PRP,O
is,VBZ,O
apparently,RB,O
clear,JJ,O
that,IN,O
the,DT,O
accused,VBN,O
received,JJ,O
injures,NNS,O
on,IN,O
their,PRP$,O
bodies,NNS,O
in,IN,O
a,DT,O
lorry,JJ,O
accident,NN,O
at,IN,O
belagodu,NN,O
and,CC,O
went,VBD,O
from,IN,O
belagodu,NN,O
to,TO,O
sakleshpur,VB,O
has,VBZ,O
been,VBN,O
well,RB,O
established,VBN,O
by,IN,O
the,DT,O
prosecution,NN,O
13,CD,O
the,DT,O
second,JJ,O
circumstantial,JJ,B-LEGAL
evidence,NN,I-LEGAL
against,IN,O
the,DT,O
accused,VBN,O
is,VBZ,O
that,IN,O
they,PRP,O
were,VBD,O
being,VBG,O
treated,VBN,O
by,IN,O
the,DT,O
doctors,NNS,O
of,IN,O
the,DT,O
injuries,NNS,O
sustained,VBN,O
by,IN,O
them,PRP,O
in,IN,O
an,DT,O
accident,NN,O
involving,VBG,O
the,DT,O
lorry,NN,O
in,IN,O
question,NN,O
dr,NN,O
vasanthkumar,NN,O
pw,NN,O
26,CD,O
has,VBZ,O
stated,VBN,O
that,IN,O
he,PRP,O
examined,VBD,O
one,CD,O
injured,NN,O
named,VBN,O
george,NN,O
d,NN,O
souza,VBD,O
a,DT,O
4,CD,O
brought,VBN,O
by,IN,O
one,CD,O
sunil,NN,O
established,VBN,O
as,IN,O
anil,NN,O
from,IN,O
sakaleshpur,NN,O
and,CC,O
noticed,JJ,O
injuries,NNS,O
on,IN,O
his,PRP$,O
body,NN,O
and,CC,O
recorded,VBD,O
the,DT,O
wound,NN,O
certificate,NN,O
exp,VBD,O
30,CD,O
according,VBG,O
to,TO,O
him,PRP,O
it,PRP,O
was,VBD,O
a,DT,O
case,NN,O
of,IN,O
injury,NN,O
of,IN,O
lorry,JJ,O
accident,NN,O
he,PRP,O
has,VBZ,O
stated,VBN,O
that,IN,O
the,DT,O
person,NN,O
accompanying,VBG,O
the,DT,O
injured,JJ,O
had,VBD,O
given,VBN,O
his,PRP$,O
name,NN,O
as,IN,O
sunil,NN,O
this,DT,O
doctor,NN,O
in,IN,O
his,PRP$,O
examination,NN,O
in,IN,O
chief,NN,O
produced,VBN,O
exp,JJ,O
30,CD,O
and,CC,O
stated,VBD,O
that,IN,O
while,IN,O
attending,VBG,O
to,TO,O
the,DT,O
injury,NN,O
he,PRP,O
has,VBZ,O
noted,VBN,O
identifiable,JJ,O
marks,NNS,O
on,IN,O
the,DT,O
body,NN,O
of,IN,O
the,DT,O
both,DT,O
the,DT,O
injured,JJ,O
george,NN,O
and,CC,O
sunil,NN,O
he,PRP,O
has,VBZ,O
found,VBN,O
a,DT,O
black,JJ,O
mole,NN,O
in,IN,O
front,NN,O
of,IN,O
the,DT,O
neck,NN,O
of,IN,O
george,NN,O
d,NN,O
souza,NN,O
and,CC,O
in,IN,O
the,DT,O
court,NN,O
with,IN,O
the,DT,O
help,NN,O
of,IN,O
birth,NN,O
mark,NN,O
he,PRP,O
has,VBZ,O
identified,VBN,O
the,DT,O
accused,VBN,O
no,RB,O
4,CD,O
as,IN,O
the,DT,O
person,NN,O
who,WP,O
was,VBD,O
brought,VBN,O
by,IN,O
sunil,NN,O
in,IN,O
the,DT,O
injured,JJ,O
condition,NN,O
in,IN,O
regard,NN,O
to,TO,O
sunil,VB,O
he,PRP,O
again,RB,O
noted,VBD,O
the,DT,O
injuries,NNS,O
on,IN,O
him,PRP,O
and,CC,O
issued,VBD,O
the,DT,O
wound,NN,O
certificate,NN,O
vide,NN,O
exp,VBD,O
31,CD,O
he,PRP,O
has,VBZ,O
stated,VBN,O
before,IN,O
the,DT,O
court,NN,O
that,IN,O
he,PRP,O
noted,VBD,O
the,DT,O
identification,NN,O
mark,NN,O
on,IN,O
said,VBD,O
sunil,NN,O
as,IN,O
having,VBG,O
brown,JJ,O
mole,NN,O
of,IN,O
2,CD,O
below,IN,O
the,DT,O
right,JJ,O
nipple,NN,O
in,IN,O
front,NN,O
of,IN,O
chest,NN,O
this,DT,O
witness,NN,O
identified,VBD,O
accused,VBN,O
no,RB,O
2,CD,O
established,VBD,O
as,RB,O
anil,JJ,O
as,IN,O
the,DT,O
person,NN,O
who,WP,O
brought,VBD,O
a,DT,O
4,CD,O
to,TO,O
the,DT,O
hospital,NN,O
and,CC,O
gave,VBD,O
his,PRP$,O
name,NN,O
as,IN,O
sunil,NN,O
and,CC,O
the,DT,O
identification,NN,O
is,VBZ,O
done,VBN,O
after,IN,O
seeking,VBG,O
the,DT,O
birth,NN,O
mark,NN,O
in,IN,O
exp,JJ,O
31,CD,O
identification,NN,O
marks,NNS,O
of,IN,O
accused,JJ,O
nos,NNS,O
2,CD,O
and,CC,O
4,CD,O
by,IN,O
pw,NN,O
26,CD,O
in,IN,O
the,DT,O
court,NN,O
with,IN,O
physical,JJ,O
identifiable,JJ,O
mark,NN,O
noted,VBD,O
in,IN,O
exp,JJ,O
30,CD,O
and,CC,O
31,CD,O
tallying,VBG,O
with,IN,O
the,DT,O
actual,JJ,O
birth,NN,O
marks,NNS,O
in,IN,O
the,DT,O
courts,NNS,O
clearly,RB,O
establish,VB,O
beyond,IN,O
any,DT,O
