uu,JJ,O
a,IN,O
suit,IN,B-LEGAL
for,DT,I-LEGAL
eviction,NN,I-LEGAL
by,IN,O
landlord,NN,B-LEGAL
the,IN,O
tenant,NN,B-LEGAL
is,DT,O
estopped,NN,O
from,VBZ,O
questioning,VBN,O
the,IN,O
title,VBG,B-LEGAL
of,DT,I-LEGAL
the,NN,I-LEGAL
landlord,IN,I-LEGAL
because,DT,O
of,NN,O
section,IN,O
116,IN,O
of,NN,O
the,CD,O
act,IN,O
the,DT,O
judicial,NN,O
committee,DT,O
in,JJ,O
kumar,NN,O
krishna,IN,O
prasad,NN,O
lal,NN,O
singha,NN,O
deo,NN,O
v,NN,O
baraboni,NN,O
coal,NN,O
concern,NN,O
ltd,NN,O
manu,NN,O
pr,JJ,O
0072,NN,O
1937manu,NN,O
pr,CD,O
0072,CD,O
1937,NN,O
air,CD,O
1937,CD,O
pc,NN,O
251,CD,O
when,NN,O
had,CD,O
occasion,WRB,O
to,VBD,O
examine,NN,O
the,TO,O
contention,VB,O
based,DT,O
on,NN,O
the,VBN,O
words,IN,O
at,DT,O
the,NNS,O
beginning,IN,O
of,DT,O
the,NN,O
tenancy,IN,B-LEGAL
in,DT,O
section,NN,O
116,IN,O
of,NN,O
the,CD,O
evidence,IN,B-LEGAL
act,DT,I-LEGAL
pronounced,NN,O
that,NN,O
they,VBD,O
do,IN,O
not,PRP,O
give,VBP,O
a,RB,O
ground,VB,B-LEGAL
for,DT,O
a,NN,O
person,IN,O
already,DT,O
in,NN,O
possession,RB,B-LEGAL
of,IN,O
land,NN,B-LEGAL
becoming,IN,O
tenant,NN,B-LEGAL
of,VBG,O
another,NN,O
to,IN,O
contend,DT,O
that,TO,O
there,VB,O
is,IN,O
no,EX,O
estoppel,VBZ,B-LEGAL
against,DT,O
his,NN,O
denying,IN,O
his,PRP$,O
subsequent,VBG,O
lessor,PRP$,O
s,NN,O
title,NN,B-LEGAL
ever,NN,O
since,NN,O
the,RB,O
accepted,IN,O
position,DT,O
is,JJ,O
that,NN,O
section,VBZ,O
116,IN,O
of,NN,O
the,CD,O
evidence,IN,B-LEGAL
act,DT,I-LEGAL
applies,NN,O
and,NN,O
estops,NNS,O
even,CC,O
a,NNS,O
person,RB,O
already,DT,O
in,NN,O
possession,RB,B-LEGAL
as,IN,O
tenant,NN,B-LEGAL
under,IN,O
one,NN,O
landlord,IN,B-LEGAL
from,CD,O
denying,NN,O
the,IN,O
title,VBG,B-LEGAL
of,DT,O
his,NN,O
subsequent,IN,O
landlord,PRP$,B-LEGAL
when,JJ,O
once,NN,O
he,WRB,O
acknowledges,RB,O
him,PRP,O
as,VBZ,O
his,PRP,O
landlord,IN,B-LEGAL
by,PRP$,O
attornment,NN,B-LEGAL
or,IN,O
conduct,NN,B-LEGAL
therefore,CC,O
a,NN,O
tenant,RB,B-LEGAL
of,DT,O
immovable,NN,B-LEGAL
property,IN,I-LEGAL
under,JJ,O
landlord,NN,B-LEGAL
who,IN,O
becomes,NN,O
a,WP,O
tenant,VBZ,B-LEGAL
under,DT,O
another,NN,O
landlord,IN,B-LEGAL
by,DT,O
accepting,NN,O
him,IN,O
to,VBG,O
be,PRP,O
the,TO,O
owner,VB,B-LEGAL
who,DT,O
had,NN,O
derived,WP,O
title,VBD,B-LEGAL
from,VBN,O
the,RB,O
former,IN,O
landlord,DT,B-LEGAL
cannot,JJ,O
be,NN,O
permitted,MD,O
to,RB,O
deny,VB,O
the,VBN,O
latter,TO,O
s,VB,O
title,DT,B-LEGAL
even,JJ,O
when,NN,O
he,NN,O
is,RB,O
sought,WRB,O
to,PRP,O
be,VBZ,O
evicted,VBN,O
by,TO,O
the,VB,O
latter,VBN,O
on,IN,O
a,DT,O
permitted,NN,O
ground,IN,B-LEGAL
14,DT,O
the,VBN,O
scope,NN,O
and,CD,O
applicability,DT,B-LEGAL
of,NN,O
the,CC,O
doctrine,NN,O
of,IN,O
tenant,DT,B-LEGAL
s,NN,O
estoppel,IN,B-LEGAL
being,JJ,O
what,NN,O
we,NN,O
have,VBG,O
said,WP,O
of,PRP,O
it,VBP,O
we,VBD,O
shall,IN,O
now,PRP,O
proceed,PRP,O
to,MD,O
consider,RB,O
the,VB,O
aforesaid,TO,O
question,VB,O
which,DT,O
has,NN,O
arisen,NN,O
with,WDT,O
reference,VBZ,B-LEGAL
to,VBN,O
the,IN,O
right,NN,O
of,TO,O
landlord,DT,B-LEGAL
under,NN,O
section,IN,O
23ab,NN,O
of,IN,O
the,NN,O
act,CD,O
in,IN,O
the,DT,O
matter,NN,O
of,IN,O
recovery,DT,B-LEGAL
of,NN,I-LEGAL
possession,IN,I-LEGAL
of,NN,O
the,IN,O
accommodation,NN,B-LEGAL
from,IN,O
the,DT,O
tenant,NN,B-LEGAL
11,IN,O
in,DT,O
the,NN,O
instant,CD,O
case,IN,B-LEGAL
though,DT,O
defendant,JJ,O
bhanaram,NN,O
in,IN,O
his,JJ,O
written,NN,B-LEGAL
statement,IN,I-LEGAL
had,PRP$,O
denied,VBN,O
ownership,NN,B-LEGAL
of,VBD,O
the,VBN,O
plaintiffs,NN,O
he,IN,O
went,DT,O
on,NNS,O
to,PRP,O
add,VBD,O
this,IN,O
being,TO,O
a,VB,O
suit,DT,B-LEGAL
for,VBG,I-LEGAL
eviction,DT,I-LEGAL
of,NN,O
a,IN,O
tenant,NN,B-LEGAL
the,IN,O
question,DT,O
of,NN,O
ownership,DT,B-LEGAL
is,NN,O
not,IN,O
relevant,NN,O
to,VBZ,O
the,RB,O
suit,JJ,O
in,TO,O
his,DT,O
cross,NN,O
examination,IN,O
he,PRP$,O
clearly,NN,O
admitted,NN,O
that,PRP,O
the,RB,O
lease,VBD,B-LEGAL
from,IN,O
nazul,DT,O
department,NN,O
stood,IN,O
in,JJ,O
the,NN,O
name,VBD,O
of,IN,O
the,DT,O
plaintiffs,NN,O
and,IN,O
that,DT,O
the,NNS,O
witness,CC,O
himself,IN,O
had,DT,O
produced,NN,O
that,PRP,O
document,VBD,O
in,VBN,O
some,IN,O
other,NN,O
proceedings,IN,O
he,DT,O
had,JJ,O
further,NNS,O
admitted,PRP,O
that,VBD,O
he,RBR,O
used,VBN,O
to,IN,O
pay,PRP,O
rent,VBD,B-LEGAL
by,TO,O
money,VB,O
orders,NN,O
in,IN,O
the,NN,O
name,NNS,O
of,IN,O
the,DT,O
father,NN,O
of,IN,O
the,DT,O
plaintiffs,NN,O
on,IN,O
facts,DT,O
it,NNS,O
must,IN,O
be,NNS,O
held,PRP,O
that,MD,O
defendant,VB,O
bhanaram,VBN,O
had,DT,O
without,NN,O
any,NN,O
doubt,VBD,O
regarded,IN,O
the,DT,O
plaintiffs,NN,O
as,VBD,O
landlords,DT,O
and,NNS,O
owners,IN,O
of,NNS,O
the,CC,O
suit,NNS,O
house,IN,O
this,DT,O
matter,NN,O
is,NN,O
thus,DT,O
fully,NN,O
covered,VBZ,O
by,RB,O
the,RB,O
decision,VBN,O
of,IN,O
this,DT,O
court,NN,O
in,IN,O
anar,DT,O
devi,NN,O
s,IN,O
case,NN,B-LEGAL
and,NN,O
it,NN,O
was,NN,O
not,CC,O
open,PRP,O
to,VBD,O
defendant,RB,O
bhanaram,JJ,O
to,TO,O
question,VB,O
the,NN,O
ownership,TO,B-LEGAL
of,VB,O
the,DT,O
plaintiffs,NN,O
landlords,IN,O
12,DT,O
in,NNS,O
the,VBP,O
circumstances,CD,O
the,IN,O
view,DT,O
taken,NNS,O
by,DT,O
the,NN,O
high,VBN,O
court,IN,O
while,DT,O
setting,JJ,O
aside,NN,O
the,IN,O
concurrent,VBG,O
decisions,RP,O
of,DT,O
the,NN,O
courts,NNS,O
below,IN,O
was,DT,O
not,NNS,O
correct,IN,O
and,VBD,O
justified,RB,O
we,JJ,O
therefore,CC,O
allow,JJ,O
this,PRP,O
appeal,RB,B-LEGAL
while,VBP,O
setting,DT,O
aside,NN,O
the,IN,O
judgment,VBG,B-LEGAL
under,RP,O
appeal,DT,B-LEGAL
we,NN,O
restore,IN,O
the,NN,O
decisions,PRP,O
of,VBP,O
the,DT,O
trial,NNS,B-LEGAL
court,IN,I-LEGAL
and,DT,O
the,NN,O
lower,NN,O
appellate,CC,B-LEGAL
court,DT,I-LEGAL
passed,JJR,O
in,JJ,O
the,NN,O
instant,VBD,O
case,IN,B-LEGAL
13,DT,O
since,JJ,O
respondents,NN,O
are,CD,O
in,IN,O
occupation,NNS,B-LEGAL
of,VBP,O
the,IN,O
suit,NN,O
house,IN,O
for,DT,O
last,NN,O
more,NN,O
than,IN,O
40,JJ,O
years,JJR,O
we,IN,O
deem,CD,O
it,NNS,O
appropriate,PRP,O
to,VBP,O
grant,PRP,B-LEGAL
them,JJ,O
time,TO,O
upto,VB,O
31st,PRP,O
august,NN,O
2017,JJ,O
to,CD,O
vacate,JJ,B-LEGAL
and,CD,O
hand,TO,O
over,VB,O
peaceful,CC,O
possession,NN,B-LEGAL
of,IN,O
the,JJ,O
suit,NN,O
house,IN,O
to,DT,O
the,NN,O
appellants,NN,O
subject,TO,B-LEGAL
to,DT,O
the,NNS,O
respondents,VBP,O
filing,TO,O
usual,DT,O
undertakings,NNS,O
within,VBG,O
four,JJ,O
weeks,NNS,O
from,IN,O
the,CD,O
date,NNS,O
of,IN,O
this,DT,O
judgment,NN,B-LEGAL
in,IN,O
case,DT,B-LEGAL
no,NN,O
such,IN,O
undertakings,NN,O
are,DT,O
filed,JJ,O
by,NNS,O
each,VBP,O
of,VBN,O
the,IN,O
respondents,DT,O
within,IN,O
the,DT,O
time,NNS,O
so,IN,O
stipulated,DT,O
the,NN,O
appellants,RB,O
shall,VBD,O
be,DT,O
free,NNS,O
to,MD,O
execute,VB,O
the,JJ,O
decree,TO,B-LEGAL
for,VB,I-LEGAL
eviction,DT,I-LEGAL
of,NN,O
the,IN,O
suit,NN,O
house,IN,O
14,DT,O
the,NN,O
appeal,NN,B-LEGAL
stands,CD,O
allowed,DT,O
in,NN,O
the,VBZ,O
aforesaid,VBN,O
terms,IN,O
without,DT,O
any,NN,B-LEGAL
order,NNS,I-LEGAL
as,IN,O
to,DT,O
costs,NN,O
