v,NN,O
and,CC,O
quarrel,NN,O
between,IN,O
the,DT,O
accused,VBN,O
and,CC,O
the,DT,O
deceased,VBN,O
which,WDT,O
has,VBZ,O
been,VBN,O
corroborated,VBN,O
by,IN,O
ravibhai,JJ,O
dodia,NN,O
pw,NN,O
8,CD,O
in,IN,O
his,PRP$,O
testimony,NN,O
at,IN,O
exh,$,O
80,CD,O
before,IN,O
the,DT,O
trial,NN,O
court,NN,O
further,RBR,O
another,DT,O
independent,JJ,O
witness,NN,O
smt,NN,O
savitaben,VBD,O
pw,JJ,O
10,CD,O
has,VBZ,O
also,RB,O
deposed,VBN,O
before,IN,O
the,DT,O
trial,NN,O
court,NN,O
at,IN,O
exh,$,O
84,CD,O
that,IN,O
the,DT,O
deceased,VBN,O
had,VBD,O
sat,VBN,O
on,IN,O
otla,NN,O
of,IN,O
her,PRP$,O
house,NN,O
for,IN,O
2,CD,O
consecutive,JJ,O
days,NNS,O
as,IN,O
the,DT,O
accused,VBN,O
had,VBD,O
locked,VBN,O
up,RP,O
their,PRP$,O
house,NN,O
and,CC,O
gone,VBN,O
somewhere,RB,O
and,CC,O
came,VBD,O
back,RB,O
only,RB,O
when,WRB,O
they,PRP,O
received,VBD,O
a,DT,O
call,NN,O
from,IN,O
their,PRP$,O
neighbours,NNS,O
about,IN,O
the,DT,O
deceased,JJ,O
sitting,NN,O
there,EX,O
it,PRP,O
has,VBZ,O
also,RB,O
been,VBN,O
noticed,VBN,O
that,IN,O
the,DT,O
deceased,VBN,O
had,VBD,O
spent,VBN,O
several,JJ,O
days,NNS,O
sleeping,VBG,O
at,IN,O
odd,JJ,O
places,NNS,O
like,IN,O
empty,JJ,O
buses,NNS,O
etc,VBP,O
as,IN,O
she,PRP,O
had,VBD,O
nowhere,RB,O
else,RB,O
to,TO,O
go,VB,O
19,CD,O
further,RB,O
the,DT,O
deposition,NN,O
of,IN,O
the,DT,O
witness,NN,O
hirakumar,NN,O
kanabhai,NN,O
gohil,NN,O
pw,NN,O
12,CD,O
in,IN,O
his,PRP$,O
testimony,NN,O
at,IN,O
exh,$,O
95,CD,O
had,VBD,O
stated,VBN,O
before,IN,O
the,DT,O
trial,NN,O
court,NN,O
that,IN,O
the,DT,O
deceased,VBN,O
was,VBD,O
loitering,VBG,O
outside,IN,O
his,PRP$,O
street,NN,O
and,CC,O
had,VBD,O
asked,VBN,O
for,IN,O
his,PRP$,O
help,NN,O
thereby,RB,O
claiming,VBG,O
that,IN,O
her,PRP$,O
husband,NN,O
and,CC,O
in,IN,O
laws,NNS,O
were,VBD,O
trying,VBG,O
to,TO,O
kill,VB,O
her,PRP$,O
and,CC,O
that,DT,O
is,VBZ,O
why,WRB,O
she,PRP,O
had,VBD,O
run,VBN,O
away,RB,O
from,IN,O
their,PRP$,O
home,NN,O
she,PRP,O
also,RB,O
had,VBD,O
burn,VBN,O
marks,NNS,O
branded,VBD,O
on,IN,O
her,PRP$,O
hands,NNS,O
therefore,IN,O
he,PRP,O
had,VBD,O
helped,VBN,O
her,PRP$,O
and,CC,O
paid,VBD,O
her,PRP$,O
an,DT,O
amount,NN,O
of,IN,O
rs,NN,O
200,CD,O
for,IN,O
the,DT,O
bus,NN,O
fare,NN,O
we,PRP,O
have,VBP,O
also,RB,O
taken,VBN,O
note,NN,O
of,IN,O
the,DT,O
fact,NN,O
that,IN,O
the,DT,O
mother,NN,O
in,IN,O
law,NN,O
ignored,VBD,O
the,DT,O
pleas,NNS,O
of,IN,O
the,DT,O
deceased,VBN,O
by,IN,O
calling,VBG,O
her,PRP$,O
act,NN,O
as,IN,O
epileptic,JJ,O
fits,NNS,O
when,WRB,O
the,DT,O
deceased,VBN,O
had,VBD,O
come,VBN,O
running,VBG,O
out,IN,O
of,IN,O
her,PRP$,O
house,NN,O
and,CC,O
was,VBD,O
calling,VBG,O
out,RP,O
to,TO,O
her,PRP$,O
for,IN,O
help,NN,O
on,IN,O
the,DT,O
day,NN,O
of,IN,O
the,DT,O
unfortunate,JJ,O
incidence,NN,O
20,CD,O
there,EX,O
is,VBZ,O
no,DT,O
other,JJ,O
material,NN,O
evidence,NN,O
or,CC,O
fact,NN,O
brought,VBN,O
before,IN,O
this,DT,O
court,NN,O
to,TO,O
show,VB,O
that,IN,O
the,DT,O
deposition,NN,O
of,IN,O
the,DT,O
above,NN,O
mentioned,VBD,O
witness,NN,O
is,VBZ,O
unreliable,JJ,O
and,CC,O
this,DT,O
court,NN,O
has,VBZ,O
no,DT,O
reason,NN,B-LEGAL
to,TO,I-LEGAL
believe,VB,I-LEGAL
the,DT,O
same,JJ,O
to,TO,O
annul,VB,O
the,DT,O
finding,NN,O
of,IN,O
conviction,NN,O
on,IN,O
the,DT,O
charge,NN,O
against,IN,O
the,DT,O
appellants,NNS,O
therefore,RB,O
in,IN,O
the,DT,O
light,NN,O
of,IN,O
the,DT,O
above,NN,O
mentioned,VBD,O
depositions,NNS,O
made,VBN,O
and,CC,O
based,VBN,O
on,IN,O
the,DT,O
facts,NNS,O
and,CC,O
circumstances,NNS,O
of,IN,O
the,DT,O
case,NN,O
it,PRP,O
has,VBZ,O
been,VBN,O
aptly,RB,O
held,VBN,O
by,IN,O
the,DT,O
courts,NNS,O
below,IN,O
that,DT,O
the,DT,O
prosecution,NN,O
has,VBZ,O
established,VBN,O
by,IN,O
adducing,VBG,O
cogent,NN,O
and,CC,O
convincing,VBG,O
evidence,NN,O
that,IN,O
the,DT,O
deceased,VBN,O
had,VBD,O
been,VBN,O
tortured,VBN,O
by,IN,O
her,PRP$,O
in,IN,O
laws,NNS,O
and,CC,O
her,PRP$,O
husband,NN,O
the,DT,O
reason,NN,O
that,IN,O
the,DT,O
deceased,JJ,O
kept,NN,O
coming,VBG,O
back,RB,O
to,TO,O
her,PRP$,O
matrimonial,JJ,O
home,NN,O
by,IN,O
way,NN,O
of,IN,O
compromise,NN,O
in,IN,O
spite,NN,O
of,IN,O
all,PDT,O
the,DT,O
cruelty,NN,O
and,CC,O
torture,NN,O
meted,VBN,O
against,IN,O
her,PRP,O
is,VBZ,O
because,IN,O
of,IN,O
her,PRP$,O
minor,JJ,O
daughter,NN,O
who,WP,O
was,VBD,O
living,VBG,O
with,IN,O
her,PRP$,O
husband,NN,O
thus,RB,O
the,DT,O
ingredients,NNS,O
to,TO,O
constitute,VB,O
the,DT,O
offence,NN,O
under,IN,O
the,DT,O
provision,NN,O
of,IN,O
section,NN,O
498a,CD,O
of,IN,O
indian,JJ,O
penal,JJ,O
code,NN,O
have,VBP,O
been,VBN,O
fully,RB,O
satisfied,VBN,O
in,IN,O
the,DT,O
present,JJ,O
case,NN,O
against,IN,O
the,DT,O
appellants,NNS,O
the,DT,O
relevant,JJ,O
provisions,NNS,O
of,IN,O
section,NN,O
498a,CD,O
read,NN,O
thus,RB,O
498a,CD,O
husband,NN,O
or,CC,O
relative,NN,O
of,IN,O
husband,NN,O
of,IN,O
a,DT,O
woman,NN,O
subjecting,VBG,O
her,PRP,O
to,TO,O
cruelty,VB,O
whoever,WP,O
being,VBG,O
the,DT,O
husband,NN,O
or,CC,O
the,DT,O
relative,NN,O
of,IN,O
the,DT,O
husband,NN,O
of,IN,O
a,DT,O
woman,NN,O
subjects,VBZ,O
such,JJ,O
woman,NN,O
to,TO,O
cruelty,VB,O
shall,MD,O
be,VB,O
punished,VBN,O
with,IN,O
imprisonment,NN,O
for,IN,O
a,DT,O
term,NN,O
which,WDT,O
may,MD,O
extend,VB,O
to,TO,O
three,CD,O
years,NNS,O
and,CC,O
shall,MD,O
also,RB,O
be,VB,O
liable,JJ,O
to,TO,O
fine,VB,O
explanation,NN,O
for,IN,O
the,DT,O
purpose,NN,O
of,IN,O
this,DT,O
section,NN,O
cruelty,NN,O
means,VBZ,O
a,DT,O
any,DT,O
wilful,JJ,O
conduct,NN,O
which,WDT,O
is,VBZ,O
of,IN,O
such,JJ,O
a,DT,O
nature,NN,O
as,IN,O
is,VBZ,O
likely,JJ,O
to,TO,O
drive,VB,O
the,DT,O
woman,NN,O
to,TO,O
commit,VB,B-LEGAL
suicide,NN,I-LEGAL
or,CC,O
to,TO,O
cause,VB,O
grave,JJ,O
injury,NN,O
or,CC,O
danger,NN,O
to,TO,O
life,NN,O
limb,NN,O
or,CC,O
health,NN,O
whether,IN,O
mental,NN,O
or,CC,O
physical,NN,O
of,IN,O
the,DT,O
woman,NN,O
or,CC,O
b,JJ,O
harassment,NN,O
of,IN,O
the,DT,O
woman,NN,O
where,WRB,O
such,JJ,O
harassment,NN,O
is,VBZ,O
with,IN,O
a,DT,O
view,NN,O
to,TO,O
coercing,VBG,O
her,PRP$,O
or,CC,O
any,DT,O
person,NN,O
related,JJ,O
to,TO,O
her,PRP$,O
to,TO,O
meet,VB,O
any,DT,O
unlawful,JJ,O
demand,NN,O
for,IN,O
any,DT,O
property,NN,O
or,CC,O
valuable,JJ,B-LEGAL
security,NN,I-LEGAL
or,CC,O
is,VBZ,O
on,IN,O
account,NN,O
of,IN,O
failure,NN,O
by,IN,O
her,PRP$,O
or,CC,O
any,DT,O
person,NN,O
related,JJ,O
to,TO,O
her,PRP$,O
to,TO,O
meet,VB,O
such,JJ,O
demand,NN,O
21,CD,O
the,DT,O
deceased,VBN,O
was,VBD,O
subjected,VBN,O
to,TO,O
cruelty,NN,O
at,IN,O
the,DT,O
hands,NNS,O
of,IN,O
her,PRP$,O
husband,NN,O
and,CC,O
her,PRP$,O
in,IN,O
laws,NNS,O
and,CC,O
the,DT,O
evidence,NN,O
of,IN,O
the,DT,O
prosecution,NN,O
witnesses,NNS,O
and,CC,O
the,DT,O
circumstantial,JJ,B-LEGAL
evidence,NN,I-LEGAL
makes,VBZ,O
it,PRP,O
amply,VB,O
clear,JJ,O
that,IN,O
she,PRP,O
was,VBD,O
harassed,VBN,O
beyond,IN,O
limits,NNS,O
by,IN,O
her,PRP$,O
in,IN,O
laws,NNS,O
which,WDT,O
had,VBD,O
caused,VBN,O
her,PRP$,O
grave,JJ,O
mental,JJ,O
and,CC,O
physical,JJ,O
injury,NN,O
the,DT,O
same,JJ,O
had,VBD,O
made,VBN,O
her,PRP$,O
run,VB,O
away,RB,O
from,IN,O
matrimonial,JJ,O
home,NN,O
on,IN,O
several,JJ,O
times,NNS,O
and,CC,O
had,VBD,O
ultimately,RB,O
resulted,VBN,O
in,IN,O
her,PRP$,O
death,NN,O
on,IN,O
the,DT,O
issue,NN,O
that,IN,O
the,DT,O
above,NN,O
mentioned,VBD,O
witnesses,NNS,O
are,VBP,O
interested,JJ,O
witnesses,NNS,O
and,CC,O
their,PRP$,O
evidence,NN,O
cannot,MD,O
be,RB,O
accepted,VB,O
by,VBN,O
this,IN,O
court,DT,O
as,NN,O
contended,IN,O
by,VBN,O
the,IN,O
learned,DT,O
counsel,JJ,O
on,NN,O
behalf,IN,O
of,NN,O
the,IN,O
appellants,DT,O
is,NNS,O
also,VBZ,O
rejected,RB,O
in,VBN,O
the,IN,O
light,DT,O
of,NN,O
the,IN,O
decision,DT,O
of,NN,O
this,IN,O
court,DT,O
in,NN,O
the,IN,O
case,DT,O
of,NN,O
vishwanath,IN,O
agrawal,NN,O
v,NN,O
sarla,NN,O
vishwanath,JJ,O
agrawal,NN,O
manu,NN,O
sc,NN,O
0513,NN,O
2012manu,CD,O
sc,CD,O
0513,NN,O
2012,CD,O
2012,CD,O
7,CD,O
scc,CD,O
288,NN,O
wherein,CD,O
this,NN,O
court,DT,O
has,NN,O
held,VBZ,O
thus,VBN,O
39,RB,O
in,CD,O
a,IN,O
matrimonial,DT,O
dispute,JJ,O
it,NN,O
would,PRP,O
be,MD,O
inappropriate,VB,O
to,JJ,O
expect,TO,O
outsiders,VB,O
to,NNS,O
come,TO,O
and,VB,O
depose,CC,O
the,VB,O
family,DT,O
members,NN,O
and,NNS,O
sometimes,CC,O
the,VBZ,O
relatives,DT,O
friends,NNS,O
and,NNS,O
neighbours,CC,O
are,NNS,O
the,VBP,O
most,DT,O
natural,RBS,O
witnesses,JJ,O
the,VBZ,O
veracity,DT,O
of,NN,O
the,IN,O
testimony,DT,O
is,NN,O
to,VBZ,O
be,TO,O
tested,VB,O
on,VBN,O
objective,IN,O
parameters,JJ,O
and,NNS,O
not,CC,O
to,RB,O
be,TO,O
thrown,VB,O
overboard,VBN,O
on,RB,O
the,IN,O
ground,DT,O
that,NN,O
the,IN,O
witnesses,DT,O
are,NNS,O
related,VBP,O
to,VBN,O
either,TO,O
of,DT,O
the,IN,O
spouse,DT,O
exception,NN,O
has,NN,O
been,VBZ,O
taken,VBN,O
by,VBN,O
the,IN,O
courts,DT,O
below,NNS,O
that,IN,O
the,DT,O
servants,DT,O
of,NNS,O
the,IN,O
house,DT,O
should,NN,O
have,MD,O
been,VB,O
examined,VBN,O
and,VBN,O
that,CC,O
amounts,IN,O
to,NNS,O
suppression,TO,B-LEGAL
of,NN,O
the,IN,O
best,DT,O
possible,JJS,O
evidence,JJ,O
22,NN,O
now,CD,O
coming,RB,O
to,VBG,O
the,TO,O
point,DT,O
of,NN,O
determining,IN,O
whether,VBG,O
the,IN,O
accused,DT,O
had,VBN,O
abetted,VBD,O
in,VBN,O
the,IN,O
commission,DT,O
of,NN,O
suicide,IN,O
of,NN,O
the,IN,O
deceased,DT,O
as,VBN,O
provided,IN,O
under,VBN,O
section,IN,O
306,NN,O
of,CD,O
indian,IN,O
penal,JJ,O
code,JJ,O
the,NN,O
same,DT,O
cannot,JJ,O
be,MD,O
proved,RB,O
with,VB,O
conclusive,VBN,O
evidence,IN,O
in,JJ,O
the,NN,O
light,IN,O
of,DT,O
the,NN,O
fact,IN,O
that,DT,O
the,NN,O
deceased,IN,O
in,DT,O
her,JJ,O
dying,IN,B-LEGAL
declaration,PRP$,I-LEGAL
had,NN,O
clearly,NN,O
stated,VBD,O
that,RB,O
she,VBN,O
had,IN,O
consumed,PRP,O
the,VBD,O
poisonous,VBN,O
tablets,DT,O
by,JJ,O
mistake,NNS,O
the,IN,O
same,VBP,O
was,DT,O
further,JJ,O
corroborated,VBD,O
by,RB,O
the,VBN,O
doctor,IN,O
who,DT,O
had,NN,O
examined,WP,O
her,VBD,O
and,VBN,O
had,PRP$,O
declared,CC,O
her,VBD,O
as,VBN,O
stable,PRP,O
and,IN,O
conscious,JJ,O
enough,CC,O
to,JJ,O
give,RB,O
a,TO,O
reasonable,VB,O
statement,DT,O
reliance,JJ,O
has,NN,O
also,NN,O
been,VBZ,O
placed,RB,O
upon,VBN,O
the,VBN,O
decision,IN,O
of,DT,O
this,NN,O
court,IN,O
in,DT,O
the,NN,O
case,IN,O
of,DT,O
bhola,NN,O
turha,IN,O
v,NN,O
state,NN,O
of,NN,O
bihar,NN,O
manu,IN,O
sc,NN,O
1411,NN,O
1998manu,NN,O
sc,CD,O
1411,CD,O
1998,NN,O
1998,CD,O
9,CD,O
scc,CD,O
15,CD,O
wherein,NN,O
this,CD,O
court,NN,O
has,DT,O
held,NN,O
thus,VBZ,O
2,VBN,O
the,RB,O
conviction,CD,O
of,DT,O
the,NN,O
appellant,IN,O
is,DT,O
based,NN,O
solely,VBZ,O
upon,VBN,O
the,RB,O
dying,IN,B-LEGAL
declaration,DT,I-LEGAL
it,VBG,O
has,NN,O
been,PRP,O
found,VBZ,O
to,VBN,O
be,VBN,O
reliable,TO,O
it,VB,O
was,JJ,O
made,PRP,O
by,VBD,O
the,VBN,O
deceased,IN,O
within,DT,O
about,VBN,O
two,IN,O
hours,RB,O
from,CD,O
the,NNS,O
incident,IN,O
and,DT,O
a,NN,O
few,CC,O
hours,DT,O
before,JJ,O
his,NNS,O
death,IN,O
in,PRP$,O
his,NN,O
dying,IN,B-LEGAL
declaration,PRP$,I-LEGAL
he,VBG,O
has,NN,O
clearly,PRP,O
explained,VBZ,O
how,RB,O
he,VBN,O
came,WRB,O
to,PRP,O
be,VBD,O
injured,TO,O
by,VB,O
the,VBN,O
appellant,IN,O
after,DT,O
carefully,NN,O
scrutinising,IN,O
the,RB,O
dying,VBG,B-LEGAL
declaration,DT,I-LEGAL
both,VBG,O
the,NN,O
courts,DT,O
have,DT,O
come,NNS,O
to,VBP,O
the,VBN,O
conclusion,TO,O
that,DT,O
it,NN,O
contains,IN,O
a,PRP,O
truthful,VBZ,O
version,DT,O
as,JJ,O
regards,NN,O
the,IN,O
manner,NNS,O
in,DT,O
which,NN,O
the,IN,O
injuries,WDT,O
were,DT,O
caused,NNS,O
to,VBD,O
him,VBN,O
23,TO,O
further,PRP,O
the,CD,O
accused,RB,O
were,DT,O
present,VBN,O
inside,VBD,O
the,JJ,O
house,IN,O
at,DT,O
the,NN,O
time,IN,O
the,DT,O
deceased,NN,O
consumed,DT,O
the,VBN,O
poisonous,VBD,O
tablet,DT,O
and,JJ,O
they,NN,O
had,CC,O
taken,PRP,O
her,VBD,O
to,VBN,O
the,PRP,O
hospital,TO,O
as,DT,O
soon,NN,O
as,RB,O
they,RB,O
realized,IN,O
that,PRP,O
she,VBD,O
was,IN,O
in,PRP,O
a,VBD,O
critical,IN,O
condition,DT,O
thus,JJ,O
even,NN,O
though,RB,O
the,RB,O
cruelty,IN,O
aspect,DT,O
meted,NN,O
on,NN,O
the,VBN,O
deceased,IN,O
has,DT,O
been,VBN,O
proved,VBZ,O
beyond,VBN,O
all,VBN,O
reasonable,IN,B-LEGAL
doubt,DT,I-LEGAL
it,JJ,O
cannot,NN,O
be,PRP,O
said,MD,O
that,RB,O
the,VB,O
same,VBD,O
had,IN,O
lead,DT,O
her,JJ,O
to,VBD,O
commit,NN,B-LEGAL
suicide,PRP$,I-LEGAL
or,TO,O
that,VB,O
the,NN,O
accused,CC,O
had,IN,O
abetted,DT,O
in,VBN,O
the,VBD,O
commission,VBN,O
of,IN,O
the,DT,O
same,NN,O
as,IN,O
is,DT,O
clear,JJ,O
from,IN,O
the,VBZ,O
facts,JJ,O
and,IN,O
circumstances,DT,O
of,NNS,O
the,CC,O
present,NNS,O
case,IN,O
the,DT,O
appellant,JJ,O
no,NN,O
1,DT,O
herein,NN,O
even,DT,O
though,CD,O
had,RB,O
behaved,RB,O
stoically,IN,O
in,VBD,O
the,VBN,O
beginning,RB,O
by,IN,O
calling,DT,O
the,NN,O
act,IN,O
of,VBG,O
the,DT,O
deceased,NN,O
as,IN,O
epileptic,DT,B-LEGAL
fit,VBN,I-LEGAL
but,IN,O
as,JJ,O
soon,NN,O
as,CC,O
she,RB,O
realized,RB,O
the,IN,O
gravity,PRP,O
of,VBD,O
the,DT,O
situation,NN,O
she,IN,O
called,DT,O
her,NN,O
son,PRP,O
and,VBD,O
they,PRP,O
took,NN,O
her,CC,O
to,PRP,O
the,VBD,O
hospital,PRP,O
for,TO,O
examination,DT,O
and,NN,O
treatment,IN,O
this,NN,O
act,CC,O
of,NN,O
the,DT,O
accused,NN,O
clearly,IN,O
shows,DT,O
that,VBN,O
they,RB,O
did,VBZ,O
not,IN,O
abet,PRP,O
the,VBD,O
deceased,RB,O
in,VB,O
the,DT,O
commission,VBN,O
of,IN,O
the,DT,O
suicide,NN,O
if,IN,O
at,DT,O
all,NN,O
it,IN,O
was,IN,O
a,DT,O
suicide,PRP,O
24,VBD,O
from,DT,O
the,JJ,O
facts,CD,O
and,IN,O
circumstances,DT,O
of,NNS,O
the,CC,O
present,NNS,O
case,IN,O
and,DT,O
upon,JJ,O
the,NN,O
examination,CC,O
of,IN,O
the,DT,O
body,NN,O
of,IN,O
deceased,DT,O
it,NN,O
is,IN,O
clear,JJ,O
that,PRP,O
her,VBZ,O
death,JJ,O
was,IN,O
a,PRP$,O
result,NN,O
of,VBD,O
an,DT,O
accident,NN,O
and,IN,O
she,DT,O
had,NN,O
mistakenly,CC,O
consumed,PRP,O
the,VBD,O
poisonous,RB,O
tablet,VBN,O
as,DT,O
the,JJ,O
same,NN,O
was,IN,O
kept,DT,O
with,JJ,O
other,VBD,O
medicines,VBN,O
had,IN,O
the,JJ,O
deceased,NNS,O
wanted,VBD,O
to,DT,O
implicate,VBN,O
the,VBD,O
accused,TO,O
she,VB,O
would,DT,O
have,JJ,O
revealed,PRP,O
their,MD,O
names,VB,O
in,VBN,O
the,PRP$,O
final,NNS,O
moments,IN,O
before,DT,O
her,JJ,O
death,NNS,O
as,IN,O
she,PRP$,O
had,NN,O
nothing,IN,O
to,PRP,O
fear,VBD,O
for,NN,O
and,TO,O
her,VB,O
antecedent,IN,O
showed,CC,O
that,PRP$,O
she,NN,O
had,VBD,O
previously,IN,O
filed,PRP,O
a,VBD,O
complaint,RB,O
against,VBN,O
the,DT,O
accused,NN,O
when,IN,O
they,DT,O
harassed,VBN,O
her,WRB,O
if,PRP,O
the,VBD,O
accused,PRP,O
had,IN,O
any,DT,O
hand,VBN,O
in,VBD,O
her,DT,O
death,NN,O
the,IN,O
same,PRP$,O
would,NN,O
have,DT,O
been,JJ,O
revealed,MD,O
in,VB,O
the,VBN,O
dying,VBN,B-LEGAL
declaration,IN,I-LEGAL
of,DT,O
the,VBG,O
deceased,NN,O
thus,IN,O
the,DT,O
prosecution,JJ,O
has,RB,O
failed,DT,O
to,NN,O
prove,VBZ,O
beyond,VBN,O
all,TO,O
reasonable,VB,B-LEGAL
doubt,IN,I-LEGAL
that,DT,O
the,JJ,O
accused,NN,O
had,IN,O
abetted,DT,O
the,VBN,O
deceased,VBD,O
in,VBN,O
the,DT,O
commission,VBN,O
of,IN,O
suicide,DT,O
as,NN,O
provided,IN,O
under,NN,O
the,IN,O
provision,VBN,O
of,IN,O
section,DT,O
306,NN,O
indian,IN,O
penal,NN,O
code,CD,O
25,JJ,O
in,JJ,O
view,NN,O
of,CD,O
the,IN,O
above,NN,O
observations,IN,O
made,DT,O
it,JJ,O
is,NNS,O
amply,VBD,O
clear,PRP,O
that,VBZ,O
even,JJ,O
though,JJ,O
the,IN,O
accused,RB,O
had,IN,O
tortured,DT,O
and,VBN,O
harassed,VBD,O
the,VBN,O
deceased,CC,O
because,VBD,O
of,DT,O
which,JJ,O
she,IN,O
was,IN,O
constantly,WDT,O
running,PRP,O
away,VBD,O
from,RB,O
her,VBG,O
matrimonial,RB,O
home,IN,O
and,PRP$,O
had,JJ,O
also,NN,O
filed,CC,O
a,VBD,O
number,RB,O
of,VBN,O
complaints,DT,O
against,NN,O
the,IN,O
accused,NNS,O
the,IN,O
same,DT,O
cannot,VBN,O
be,DT,O
said,JJ,O
to,MD,O
be,RB,O
the,VB,O
reason,VBD,O
for,TO,O
her,VB,O
death,DT,O
in,NN,O
the,IN,O
light,PRP$,O
of,NN,O
the,IN,O
facts,DT,O
and,NN,O
circumstances,IN,O
of,DT,O
the,NNS,O
present,CC,O
case,NNS,O
and,IN,O
the,DT,O
dying,JJ,B-LEGAL
declaration,NN,I-LEGAL
made,CC,O
by,DT,O
her,VBG,O
26,NN,O
the,VBN,O
learned,IN,O
counsel,PRP,O
for,CD,O
the,DT,O
appellants,JJ,O
has,NN,O
placed,IN,O
reliance,DT,O
upon,NNS,O
the,VBZ,O
decision,VBN,O
of,NN,O
this,IN,O
court,DT,O
reported,NN,O
in,IN,O
the,DT,O
case,NN,O
of,VBD,O
ramesh,IN,O
kumar,DT,O
v,NN,O
state,IN,O
of,JJ,O
chhattisgarh,NN,O
manu,NN,O
sc,NN,O
0654,IN,O
2001manu,NN,O
sc,NN,O
0654,NN,O
2001,CD,O
2001,CD,O
9,NN,O
scc,CD,O
618,CD,O
at,CD,O
paragraph,CD,O
22,NN,O
wherein,CD,O
it,IN,O
is,NN,O
held,CD,O
that,NN,O
sections,PRP,O
498a,VBZ,O
and,VBN,O
306,IN,O
indian,NNS,O
penal,CD,O
code,CC,O
are,CD,O
independent,JJ,O
and,JJ,O
constitute,NN,O
different,VBP,O
offences,JJ,O
merely,CC,O
because,JJ,O
an,JJ,O
accused,NNS,O
has,RB,O
been,IN,O
held,DT,O
liable,VBN,O
to,VBZ,O
be,VBN,O
punished,VBN,O
under,JJ,O
section,TO,O
498a,VB,O
indian,VBN,O
penal,IN,O
code,NN,O
it,CD,O
does,JJ,O
not,JJ,O
follow,NN,O
that,PRP,O
on,VBZ,O
the,RB,O
same,VB,O
evidence,DT,O
he,IN,O
must,DT,O
also,JJ,O
and,NN,O
necessarily,PRP,O
be,MD,O
held,RB,O
guilty,CC,O
of,RB,O
having,VB,O
abetted,VBN,O
the,JJ,O
commission,IN,O
of,VBG,O
suicide,VBN,O
by,DT,O
the,NN,O
women,IN,O
concerned,NN,O
under,IN,O
306,DT,O
indian,NNS,O
penal,VBN,O
code,IN,O
therefore,CD,O
the,JJ,O
conviction,JJ,O
and,NN,O
sentence,IN,O
for,DT,O
offence,NN,O
punishable,CC,O
under,NN,O
section,IN,O
306,NN,O
read,JJ,O
with,IN,O
section,NN,O
114,CD,O
of,NN,O
the,IN,O
indian,NN,O
penal,CD,O
code,IN,O
of,DT,O
the,JJ,O
present,JJ,O
appellants,NN,O
is,IN,O
contrary,DT,O
to,JJ,O
the,NNS,O
legal,VBZ,O
evidence,JJ,O
on,TO,O
record,DT,O
particularly,JJ,O
the,NN,O
dying,IN,B-LEGAL
declaration,NN,I-LEGAL
of,RB,O
the,DT,O
deceased,VBG,O
and,NN,O
the,IN,O
conduct,DT,O
of,JJ,O
the,CC,O
accused,DT,O
who,NN,O
took,IN,O
the,DT,O
deceased,VBN,O
to,WP,O
the,VBD,O
hospital,DT,O
this,VBN,O
fact,TO,O
has,DT,O
been,NN,O
grossly,DT,O
ignored,NN,O
by,VBZ,O
the,VBN,O
courts,RB,O
below,VBN,O
while,IN,O
convicting,DT,O
and,NNS,O
sentencing,IN,O
the,IN,O
appellants,VBG,O
for,CC,O
the,VBG,O
aforesaid,DT,O
offences,NNS,O
therefore,IN,O
the,DT,O
conviction,NN,O
and,VBZ,O
sentence,RB,O
for,DT,O
the,NN,O
aforesaid,CC,O
offence,NN,O
is,IN,O
erroneous,DT,O
and,JJ,O
accordingly,NN,O
it,VBZ,O
is,JJ,O
liable,CC,O
to,VB,O
be,PRP,O
set,VBZ,O
aside,JJ,O
27,TO,O
after,VB,O
evaluation,VBN,O
of,RB,O
evidence,CD,O
on,IN,O
record,NN,O
and,IN,O
concurrent,NN,O
finding,IN,O
of,NN,O
fact,CC,O
recorded,JJ,O
by,NN,O
the,IN,O
trial,NN,O
court,VBN,O
and,IN,O
the,DT,O
appellate,NN,O
court,NN,O
the,CC,O
appellants,DT,O
were,JJ,O
convicted,NN,O
for,DT,O
the,NNS,O
offences,VBD,O
punishable,VBN,O
under,IN,O
section,DT,O
498a,NNS,O
and,JJ,O
306,IN,O
read,NN,O
with,CD,O
section,CC,O
114,CD,O
of,NN,O
indian,IN,O
penal,NN,O
code,CD,O
the,IN,O
accused,JJ,O
were,JJ,O
acquitted,NN,O
for,DT,O
the,VBN,O
offences,VBD,O
punishable,VBN,O
under,IN,O
section,DT,O
304b,NNS,O
read,JJ,O
with,IN,O
section,NN,O
114,CD,O
of,NN,O
indian,IN,O
penal,NN,O
code,CD,O
and,IN,O
section,JJ,O
4,JJ,O
of,NN,O
the,CC,O
dowry,NN,O
prohibition,CD,O
act,IN,O
1961,DT,O
as,NN,O
they,NN,O
did,NN,O
not,CD,O
find,IN,O
any,PRP,O
evidence,VBD,O
on,RB,O
record,VB,O
to,DT,O
bring,NN,O
home,IN,O
the,NN,O
guilt,TO,O
of,VB,O
appellants,NN,O
for,DT,O
the,NN,O
offences,IN,O
punishable,NNS,O
under,IN,O
section,DT,O
306,NNS,O
as,JJ,O
there,IN,O
is,NN,O
no,CD,O
cogent,IN,O
evidence,EX,O
in,VBZ,O
this,DT,O
regard,JJ,O
in,NN,O
the,IN,O
finding,DT,O
of,NN,O
fact,IN,O
therefore,DT,O
the,NN,O
conviction,IN,O
and,NN,O
sentence,IN,O
