dm,NN,O
section,IN,O
30,IN,O
of,NN,O
the,CD,O
indian,IN,O
penal,DT,O
code,JJ,O
section,JJ,O
113b,NN,O
of,NN,O
the,CD,O
evidence,IN,O
act,DT,O
raises,NN,O
a,NN,O
presumption,VBZ,O
against,DT,O
the,NN,O
accused,IN,O
and,DT,O
reads,JJ,O
113,CC,O
b,VBZ,O
presumption,CD,O
as,NN,O
to,NN,O
dowry,IN,B-LEGAL
death,TO,I-LEGAL
when,VB,O
the,NN,O
question,WRB,O
is,DT,O
whether,NN,O
a,VBZ,O
person,IN,O
has,DT,O
committed,NN,O
the,VBZ,O
dowry,VBN,B-LEGAL
death,DT,I-LEGAL
of,JJ,O
a,NN,O
woman,IN,O
and,DT,O
it,NN,O
is,CC,O
shown,PRP,O
that,VBZ,O
soon,VBN,O
before,IN,O
her,RB,O
death,IN,O
such,PRP$,O
woman,NN,O
had,JJ,O
been,NN,O
subjected,VBD,O
by,VBN,O
such,VBN,O
person,IN,O
to,JJ,O
cruelty,NN,O
or,TO,O
harassment,NN,O
for,CC,O
or,NN,O
in,IN,O
connection,CC,O
with,IN,O
any,NN,O
demand,IN,O
for,DT,O
dowry,NN,O
the,IN,O
court,WP,O
shall,DT,O
be,NN,O
presume,MD,O
that,VB,O
such,JJ,O
person,IN,O
had,JJ,O
caused,NN,O
the,VBD,O
dowry,VBN,B-LEGAL
death,DT,I-LEGAL
explanation,JJ,O
for,NN,O
the,NN,O
purpose,IN,O
of,DT,O
this,NN,O
section,IN,O
dowry,DT,B-LEGAL
death,NN,I-LEGAL
shall,VBZ,O
have,NN,O
the,MD,O
same,VB,O
meaning,DT,O
as,JJ,O
in,NN,O
section,IN,O
304b,IN,O
of,NN,O
the,CD,O
indian,IN,O
penal,DT,O
code,JJ,O
15,JJ,O
the,NN,O
legal,CD,O
position,DT,O
firmly,JJ,O
established,NN,O
is,RB,O
that,VBN,O
suicidal,VBZ,O
death,IN,O
of,JJ,O
a,NN,O
married,IN,O
woman,DT,O
within,JJ,O
seven,NN,O
years,IN,O
of,CD,O
her,NNS,O
marriage,IN,O
is,PRP$,O
covered,NN,O
by,VBZ,O
the,VBN,O
expression,IN,O
death,DT,O
of,NN,O
a,NN,O
woman,IN,O
is,DT,O
caused,NN,O
or,VBZ,O
occurs,VBN,O
otherwise,CC,O
than,VBZ,O
under,RB,O
normal,IN,O
circumstances,IN,O
as,JJ,O
used,NNS,O
in,IN,O
section,VBN,O
304b,IN,O
of,NN,O
the,CD,O
indian,IN,O
penal,DT,O
code,JJ,O
see,JJ,O
satvir,NN,O
singh,VBP,O
v,JJ,O
state,NN,O
of,NN,O
punjab,NN,O
manu,IN,O
sc,NN,O
0588,NN,O
2001manu,NN,O
sc,CD,O
0588,CD,O
2001,NN,O
2001crilj4625,CD,O
16,CD,O
the,CD,O
evidence,CD,O
which,DT,O
has,NN,O
been,WDT,O
found,VBZ,O
acceptable,VBN,O
by,VBN,O
the,JJ,O
courts,IN,O
below,DT,O
against,NNS,O
accused,IN,O
no,IN,O
1,VBN,O
is,DT,O
that,CD,O
the,VBZ,O
cruel,IN,O
treatment,DT,O
and,NN,O
harassment,NN,O
of,CC,O
the,NN,O
deceased,IN,O
by,DT,O
him,VBN,O
led,IN,O
her,PRP,O
to,VBD,O
commit,PRP,B-LEGAL
suicide,TO,I-LEGAL
which,VB,O
was,NN,O
a,WDT,O
death,VBD,O
otherwise,DT,O
than,NN,O
under,RB,O
normal,IN,O
circumstances,IN,O
to,JJ,O
attract,NNS,O
the,TO,O
provisions,VB,O
of,DT,O
section,NNS,O
304b,IN,O
ipc,NN,O
one,CD,O
of,JJ,O
the,CD,O
main,IN,O
ingredients,DT,O
of,JJ,O
the,NNS,O
offence,IN,O
which,DT,O
is,NN,O
required,WDT,O
to,VBZ,O
be,VBN,O
established,TO,O
is,VB,O
that,VBN,O
soon,VBZ,O
before,DT,O
her,RB,O
death,IN,O
she,PRP$,O
was,NN,O
subjected,PRP,O
to,VBD,O
cruelty,VBN,O
and,TO,O
harassment,NN,O
in,CC,O
connection,NN,O
with,IN,O
the,NN,O
demand,IN,O
for,DT,O
dowry,NN,O
there,IN,O
is,NN,O
no,EX,O
evidence,VBZ,O
on,DT,O
record,NN,O
to,IN,O
show,NN,O
that,TO,O
the,VB,O
land,IN,O
was,DT,O
demanded,NN,O
as,VBD,O
a,VBN,O
dowry,IN,O
it,DT,O
was,NN,O
given,PRP,O
by,VBD,O
the,VBN,O
father,IN,O
to,DT,O
the,NN,O
deceased,TO,O
in,DT,O
marriage,VBN,O
ritual,IN,O
as,NN,O
pasupukumuma,JJ,O
the,IN,O
harassment,NN,O
or,DT,O
cruelty,NN,O
meted,CC,O
out,NN,O
to,VBN,O
the,IN,O
deceased,TO,O
by,DT,O
the,VBN,O
husband,IN,O
after,DT,O
the,NN,O
marriage,IN,O
to,DT,O
force,NN,O
her,TO,O
to,VB,O
transfer,PRP$,O
the,TO,O
land,VB,O
in,DT,O
his,NN,O
name,IN,O
was,PRP$,O
not,NN,O
in,VBD,O
connection,RB,O
with,IN,O
any,NN,O
demand,IN,O
for,DT,O
dowry,NN,O
one,IN,O
of,JJ,O
the,CD,O
main,IN,O
ingredients,DT,O
of,JJ,O
the,NNS,O
offence,IN,O
of,DT,O
demand,NN,O
of,IN,O
dowry,NN,O
being,IN,O
absent,JJ,O
in,VBG,O
this,NN,O
case,IN,O
the,DT,O
high,NN,O
court,DT,O
cannot,JJ,O
be,NN,O
said,MD,O
to,RB,O
have,VB,O
committed,VBD,O
any,TO,O
error,VB,O
in,VBN,O
acquitting,DT,O
accused,NN,O
no,IN,O
1,VBG,O
for,VBD,O
offence,DT,O
under,CD,O
section,IN,O
304b,NN,O
ipc,IN,O
17,NN,O
we,CD,O
however,NN,O
find,CD,O
that,PRP,O
the,RB,O
same,VBP,O
evidence,IN,O
on,DT,O
record,JJ,O
which,NN,O
was,IN,O
held,NN,O
reliable,WDT,O
by,VBD,O
convict,VBN,O
accused,JJ,O
no,IN,O
1,NN,O
for,VBN,O
offence,DT,O
of,CD,O
cruelty,IN,O
under,NN,O
section,IN,O
498a,NN,O
ipc,IN,O
clearly,NN,O
makes,CD,O
out,NN,O
a,RB,O
case,VBZ,O
for,RP,O
his,DT,O
conviction,NN,O
for,IN,O
offence,PRP$,O
of,NN,O
abetting,IN,O
suicide,NN,O
under,IN,O
section,VBG,O
306,NN,O
ipc,IN,O
read,NN,O
with,CD,O
section,NN,O
113a,NN,O
of,IN,O
the,NN,O
evidence,CD,O
act,IN,O
section,DT,O
498a,NN,O
sic,NN,O
cruelty,NN,B-LEGAL
by,CD,I-LEGAL
husband,JJ,I-LEGAL
to,NN,O
wife,IN,O
as,NN,O
a,TO,O
punishable,NN,O
offence,IN,O
the,DT,O
word,JJ,O
cruelty,NN,O
is,DT,O
defined,NN,O
in,NN,O
the,VBZ,O
explanation,VBN,O
appended,IN,O
to,DT,O
the,NN,O
said,VBD,O
section,TO,O
section,DT,O
498a,VBD,O
with,NN,O
explanation,NN,O
thereunder,CD,O
reads,IN,O
thus,NN,O
section,NN,O
498a,VBZ,O
husband,RB,O
or,NN,O
relative,CD,O
of,NN,O
husband,CC,O
of,NN,O
a,IN,O
woman,NN,O
subjecting,IN,O
her,DT,O
to,NN,O
cruelty,VBG,O
whoever,PRP,O
being,TO,O
the,VB,O
husband,WP,O
or,VBG,O
the,DT,O
relative,NN,O
of,CC,O
the,DT,O
husband,NN,O
of,IN,O
a,DT,O
woman,NN,O
subjects,IN,O
such,DT,O
woman,NN,O
to,VBZ,O
cruelty,JJ,O
shall,NN,O
be,TO,O
punished,VB,O
with,MD,O
imprisonment,VB,O
for,VBN,O
a,IN,O
term,NN,O
which,IN,O
may,DT,O
extend,NN,O
to,WDT,O
three,MD,O
years,VB,O
and,TO,O
shall,CD,O
also,NNS,O
be,CC,O
liable,MD,O
to,RB,O
find,VB,O
explanation,JJ,O
for,TO,O
the,VB,O
purpose,NN,O
of,IN,O
this,DT,O
section,NN,O
cruelty,IN,O
means,DT,O
a,NN,O
any,NN,O
wilful,VBZ,O
conduct,DT,O
which,DT,O
is,JJ,O
of,NN,O
such,WDT,O
a,VBZ,O
nature,IN,O
as,JJ,O
is,DT,O
likely,NN,O
to,IN,O
drive,VBZ,O
the,JJ,O
woman,TO,O
to,VB,O
commit,DT,B-LEGAL
suicide,NN,I-LEGAL
or,TO,O
to,VB,O
cause,NN,O
grave,CC,O
injury,TO,O
or,VB,O
danger,JJ,O
to,NN,O
life,CC,O
limb,NN,O
or,TO,O
health,NN,O
whether,NN,O
mental,CC,O
or,NN,O
physical,IN,O
of,NN,O
the,CC,O
woman,NN,O
or,IN,O
b,DT,O
harassment,NN,O
of,CC,O
the,JJ,O
woman,NN,O
where,IN,O
such,DT,O
harassment,NN,O
is,WRB,O
with,JJ,O
a,NN,O
view,VBZ,O
to,IN,O
coercing,DT,O
her,NN,O
to,TO,O
any,VBG,O
person,PRP$,O
related,TO,O
to,DT,O
her,NN,O
to,JJ,O
meet,TO,O
any,PRP$,O
unlawful,TO,O
demand,VB,O
for,DT,O
any,JJ,O
property,NN,O
or,IN,O
valuable,DT,O
security,NN,O
or,CC,O
is,JJ,O
on,NN,O
account,CC,O
of,VBZ,O
failure,IN,O
by,NN,O
her,IN,O
or,NN,O
any,IN,O
person,PRP$,O
related,CC,O
to,DT,O
her,NN,O
to,JJ,O
meet,TO,O
such,PRP$,O
demand,TO,O
underlining,VB,O
for,JJ,O
emphasis,NN,O
18,VBG,O
clause,IN,O
a,NN,O
of,CD,O
the,NN,O
explanation,DT,O
under,IN,O
section,DT,O
498a,NN,O
ipc,IN,O
defines,NN,O
cruelty,CD,O
to,NN,O
mean,NNS,O
a,NN,O
wilful,TO,O
conduct,VB,O
of,DT,O
the,JJ,O
husband,NN,O
of,IN,O
such,DT,O
nature,NN,O
as,IN,O
is,JJ,O
likely,NN,O
to,IN,O
drive,VBZ,O
the,JJ,O
women,TO,O
to,VB,O
commit,DT,B-LEGAL
suicide,NNS,I-LEGAL
in,TO,O
the,VB,O
instant,NN,O
case,IN,O
the,DT,O
accused,JJ,O
pressurised,NN,O
and,DT,O
harassed,VBN,O
the,JJ,O
deceased,CC,O
to,VBD,O
part,DT,O
with,VBN,O
the,TO,O
land,NN,O
received,IN,O
by,DT,O
her,NN,O
from,VBN,O
her,IN,O
father,PRP,O
as,IN,O
stridhana,PRP$,O
as,NN,O
a,RB,O
method,NN,O
adopted,IN,O
for,DT,O
harassment,NN,O
the,VBN,O
postal,IN,O
mail,NN,O
of,DT,O
her,JJ,O
relatives,NN,O
sent,IN,O
to,PRP$,O
her,NNS,O
was,VBD,O
suppressed,TO,O
by,PRP$,O
the,VBD,O
husband,VBN,O
who,IN,O
was,DT,O
in,NN,O
a,WP,O
position,VBD,O
to,IN,O
do,DT,O
so,NN,O
being,TO,O
a,VB,O
branch,RB,O
post,VBG,O
master,DT,O
in,NN,O
the,NN,O
village,NN,O
when,IN,O
the,DT,O
letters,NN,O
were,WRB,O
discovered,DT,O
by,NNS,O
the,VBD,O
wife,VBN,O
and,IN,O
she,DT,O
handed,NN,O
them,CC,O
over,PRP,O
to,VBD,O
her,PRP,O
father,IN,O
pw1,TO,O
she,PRP$,O
was,NN,O
driven,NN,O
out,PRP,O
of,VBD,O
the,VBN,O
house,IN,O
this,IN,O
cruel,DT,O
conduct,NN,O
of,DT,O
the,JJ,O
husband,NN,O
led,IN,O
the,DT,O
wife,NN,O
to,VBD,O
commit,DT,B-LEGAL
suicide,NN,I-LEGAL
the,TO,O
trial,VB,O
court,VB,O
and,DT,O
the,NN,O
high,NN,O
court,CC,O
were,DT,O
therefore,JJ,O
perfectly,NN,O
justified,VBD,O
on,RB,O
this,RB,O
evidence,VBN,O
to,IN,O
hold,DT,O
accused,NN,O
no,TO,O
1,VB,O
guilty,VBN,O
of,DT,O
the,CD,O
offence,JJ,O
of,IN,O
cruelty,DT,O
under,NN,O
section,IN,O
498a,NN,O
as,IN,O
a,NN,O
result,CD,O
of,IN,O
such,DT,O
cruel,NN,O
treatment,IN,O
the,JJ,O
wife,JJ,O
was,NN,O
driven,DT,O
to,NN,O
commit,VBD,B-LEGAL
suicide,VBN,I-LEGAL
thus,TO,O
offence,VB,O
of,JJ,O
abetment,RB,B-LEGAL
of,NN,O
committing,IN,O
suicide,NN,O
punishable,IN,O
under,VBG,O
section,NN,O
306,JJ,O
ipc,IN,O
is,NN,O
clearly,CD,O
made,NN,O
out,VBZ,O
against,RB,O
accused,VBN,O
no,RP,O
1,IN,O
and,VBN,O
for,DT,O
that,CD,O
purpose,CC,O
presumption,IN,O
under,DT,O
section,JJ,O
113a,NN,O
of,IN,O
the,NN,O
evidence,CD,O
act,IN,O
can,DT,O
be,NN,O
raised,NN,O
against,MD,O
him,VB,O
section,VBN,O
306,IN,O
ipc,PRP,O
reads,NN,O
thus,CD,O
306,NN,O
abetment,NNS,B-LEGAL
of,RB,I-LEGAL
suicide,CD,I-LEGAL
if,NN,O
any,IN,O
person,NN,O
commits,IN,O
suicide,DT,O
whoever,NN,O
abets,NNS,O
the,VBP,O
commission,WDT,O
of,VBZ,O
such,DT,O
suicide,NN,O
shall,IN,O
be,JJ,O
punished,JJ,O
with,MD,O
imprisonment,VB,O
of,VBN,O
either,IN,O
description,NN,O
for,IN,O
a,DT,O
term,NN,O
which,IN,O
may,DT,O
extend,NN,O
to,WDT,O
ten,MD,O
years,VB,O
and,TO,O
shall,VB,O
also,NNS,O
be,CC,O
liable,MD,O
to,RB,O
fine,VB,O
113a,JJ,O
presumption,TO,O
as,VB,O
to,CD,O
abetment,NN,B-LEGAL
of,IN,I-LEGAL
suicide,TO,I-LEGAL
by,NN,O
a,IN,O
married,NN,O
woman,IN,O
when,DT,O
the,JJ,O
question,NN,O
is,WRB,O
whether,DT,O
the,NN,O
commission,VBZ,O
of,IN,O
suicide,DT,O
by,NN,O
a,IN,O
woman,NN,O
had,IN,O
been,DT,O
abetted,NN,O
by,VBD,O
her,VBN,O
husband,VBN,O
or,IN,O
any,PRP$,O
relative,NN,O
of,CC,O
her,DT,O
husband,JJ,O
and,IN,O
it,PRP$,O
is,NN,O
shown,CC,O
that,PRP,O
she,VBZ,O
had,VBN,O
committed,IN,O
suicide,PRP,O
within,VBD,O
6,VBN,O
period,RB,O
of,IN,O
seven,CD,O
years,NN,O
from,IN,O
the,CD,O
date,NNS,O
of,IN,O
her,DT,O
marriage,NN,O
and,IN,O
that,PRP$,O
her,NN,O
husband,CC,O
or,IN,O
such,PRP$,O
relative,NN,O
of,CC,O
her,JJ,O
husband,NN,O
had,IN,O
subjected,PRP$,O
her,NN,O
to,VBD,O
cruelty,VBN,O
the,PRP$,O
court,TO,O
may,VB,O
presume,DT,O
having,NN,O
regard,MD,O
to,VB,O
all,VBG,O
the,NN,O
other,TO,O
circumstances,PDT,O
of,DT,O
the,JJ,O
case,NNS,O
that,IN,O
such,DT,O
suicide,NN,O
had,IN,O
been,JJ,O
abetted,NN,O
by,VBD,O
her,VBN,O
husband,VBN,O
or,IN,O
by,PRP$,O
such,NN,O
relative,CC,O
of,IN,O
her,JJ,O
husband,NN,O
explanation,IN,O
for,PRP$,O
the,NN,O
purposes,NN,O
of,IN,O
this,DT,O
section,NNS,O
cruelty,IN,O
shall,DT,O
have,NN,O
the,NN,O
same,MD,O
meaning,VB,O
as,DT,O
in,JJ,O
section,NN,O
498a,IN,O
of,IN,O
the,NN,O
indian,CD,O
penal,IN,O
code,DT,O
underlining,JJ,O
for,JJ,O
emphasis,NN,O
19,VBG,O
both,IN,O
the,NN,O
courts,CD,O
below,CC,O
have,DT,O
found,NNS,O
the,IN,O
husband,VBP,O
guilty,VBN,O
of,DT,O
cruel,NN,O
treatment,JJ,O
of,IN,O
his,JJ,O
wife,NN,O
and,IN,O
as,PRP$,O
a,NN,O
result,CC,O
the,IN,O
wife,DT,O
committed,NN,O
suicide,DT,O
within,NN,O
seven,VBD,O
years,NN,O
of,IN,O
their,CD,O
marriage,NNS,O
on,IN,O
such,PRP$,O
evidence,NN,O
the,IN,O
presumption,JJ,O
which,NN,O
arises,DT,O
under,NN,O
section,WDT,O
113a,VBZ,O
of,IN,O
the,NN,O
evidence,CD,O
act,IN,O
is,DT,O
that,NN,O
the,NN,O
husband,VBZ,O
abetted,IN,O
the,DT,O
suicide,NN,O
the,VBD,O
word,DT,O
cruelty,NN,O
as,DT,O
mentioned,NN,O
in,NN,O
the,IN,O
explanation,VBN,O
below,IN,O
section,DT,O
113a,NN,O
of,IN,O
the,NN,O
evidence,CD,O
act,IN,O
has,DT,O
been,NN,O
given,NN,O
the,VBZ,O
same,VBN,O
meaning,VBN,O
as,DT,O
contained,JJ,O
in,NN,O
the,IN,O
explanation,VBN,O
below,IN,O
section,DT,O
498a,NN,O
ipc,IN,O
on,NN,O
the,CD,O
fact,NN,O
found,IN,O
the,DT,O
wilful,NN,O
conduct,VBD,O
of,DT,O
the,JJ,O
husband,NN,O
in,IN,O
forcing,DT,O
the,NN,O
deceased,IN,O
to,VBG,O
part,DT,O
with,VBN,O
her,TO,O
land,NN,O
which,IN,O
she,PRP$,O
had,NN,O
received,WDT,O
in,PRP,O
marriage,VBD,O
as,VBN,O
stridhana,IN,O
and,NN,O
for,IN,O
that,NN,O
purpose,CC,O
concealing,IN,O
her,DT,O
postal,NN,O
mail,VBG,O
was,PRP$,O
so,JJ,O
cruel,NN,O
that,VBD,O
she,RB,O
was,JJ,O
driven,IN,O
to,PRP,O
commit,VBD,B-LEGAL
suicide,VBN,I-LEGAL
a,TO,O
case,VB,O
of,VB,O
conviction,DT,O
and,NN,O
sentence,IN,O
of,NN,O
accused,CC,O
no,NN,O
1,IN,O
under,VBN,O
section,DT,O
306,CD,O
ipc,IN,O
has,NN,O
thus,CD,O
clearly,NN,O
been,VBZ,O
made,RB,O
out,RB,O
even,VBN,O
though,VBN,O
his,RP,O
acquittal,RB,O
for,IN,O
commission,PRP$,B-LEGAL
of,NN,I-LEGAL
the,IN,I-LEGAL
offence,NN,I-LEGAL
of,IN,O
dowry,DT,B-LEGAL
death,NN,I-LEGAL
punishable,IN,O
under,JJ,O
section,NN,O
304b,JJ,O
ipc,IN,O
is,NN,O
not,CD,O
found,NN,O
liable,VBZ,O
to,RB,O
be,VBN,O
disturbed,JJ,O
20,TO,O
the,VB,O
learned,VBN,O
counsel,CD,O
for,DT,O
the,JJ,O
accused,NN,O
has,IN,O
argued,DT,O
that,VBN,O
in,VBZ,O
the,VBN,O
absence,IN,O
of,IN,O
a,DT,O
charge,NN,O
framed,IN,O
against,DT,O
the,NN,O
accused,VBN,O
under,IN,O
section,DT,O
306,VBN,O
ipc,IN,O
the,NN,O
accused,CD,O
cannot,NN,O
be,DT,O
convicted,VBN,O
under,MD,O
the,RB,O
said,VB,O
section,VBN,O
21,IN,O
from,DT,O
the,VBD,O
record,NN,O
we,CD,O
find,IN,O
that,DT,O
although,NN,O
a,PRP,O
charge,VBP,O
specifically,IN,O
under,IN,O
section,DT,O
306,NN,O
ipc,RB,O
was,IN,O
not,NN,O
framed,CD,O
but,NN,O
all,VBD,O
facts,RB,O
and,VBN,O
ingredients,CC,O
constituting,DT,O
that,NNS,O
offence,CC,O
were,NNS,O
mentioned,VBG,O
in,IN,O
the,NN,O
statement,VBD,O
of,VBN,O
charges,IN,O
framed,DT,O
under,NN,O
section,IN,O
498a,NNS,O
and,VBN,O
section,IN,O
304b,NN,O
of,CD,O
ipc,CC,O
the,NN,O
statement,CD,O
of,IN,O
charge,NN,O
framed,DT,O
by,NN,O
the,IN,O
trial,NN,O
courts,VBN,O
reads,IN,O
thus,DT,O
that,NN,O
on,NNS,O
or,VBZ,O
about,RB,O
the,DT,O
22nd,IN,O
day,CC,O
of,IN,O
october,DT,O
1989,CD,O
at,NN,O
your,IN,O
house,NN,O
at,CD,O
tunikipadu,IN,O
of,PRP$,O
gampalagudem,NN,O
mandal,IN,O
yedla,NN,O
krishna,IN,O
kumari,NN,O
wife,NN,O
of,NN,O
a,NN,O
1,NNP,O
of,NN,O
you,IN,O
and,DT,O
daughter,CD,O
in,IN,O
law,PRP,O
of,CC,O
a2,VB,O
and,IN,O
a,NN,O
3,IN,O
among,NN,O
you,CC,O
committed,DT,O
suicide,CD,O
by,IN,O
consuming,PRP,O
poison,VBD,O
and,NN,O
that,IN,O
you,VBG,O
all,NN,O
subjected,CC,O
her,IN,O
to,PRP,O
such,DT,O
cruelty,VBD,O
and,PRP,O
harassment,TO,O
as,JJ,O
did,NN,O
drive,CC,O
her,NN,O
to,IN,O
commit,VBD,B-LEGAL
suicide,VB,I-LEGAL
with,NN,O
the,TO,O
object,VB,O
of,NN,O
extracting,IN,O
ac5,DT,O
00,NN,O
of,IN,O
land,VBG,O
as,JJ,O
dowry,CD,O
to,IN,O
a,NN,O
1,IN,O
and,NN,O
thereby,TO,O
committed,DT,O
an,CD,O
offence,CC,O
punishable,RB,O
under,VBD,O
section,DT,O
304b,NN,O
of,JJ,O
the,IN,O
indian,NN,O
penal,CD,O
code,IN,O
and,DT,O
within,JJ,O
the,JJ,O
cognizance,NN,O
of,CC,O
this,IN,O
court,DT,O
or,NN,O
alternatively,IN,O
that,DT,O
prior,NN,O
to,CC,O
the,RB,O
22nd,IN,O
day,RB,O
of,TO,O
october,DT,O
1989,JJ,O
at,NN,O
your,IN,O
house,NN,O
at,CD,O
tunikipadu,IN,O
you,PRP$,O
subjected,NN,O
yedla,IN,O
krishna,NN,O
kumari,PRP,O
wife,VBD,O
of,PRP,O
a,VB,O
1,JJ,O
among,NN,O
you,IN,O
and,DT,O
daughter,CD,O
in,IN,O
law,PRP,O
of,CC,O
a,VB,O
2,IN,O
and,NN,O
a,IN,O
3,DT,O
among,CD,O
you,CC,O
to,DT,O
such,CD,O
cruelty,IN,O
and,PRP,O
harassment,TO,O
as,JJ,O
did,NN,O
drive,CC,O
the,NN,O
said,IN,O
krishna,VBD,O
kumari,VB,O
to,DT,O
commit,VBD,B-LEGAL
suicide,NN,I-LEGAL
and,NN,O
thereby,TO,O
committed,VB,O
an,NN,O
offence,CC,O
punishable,RB,O
under,VBD,O
section,DT,O
498a,NN,O
of,JJ,O
the,IN,O
indian,NN,O
penal,CD,O
code,IN,O
and,DT,O
within,JJ,O
the,JJ,O
cognizance,NN,O
of,CC,O
this,IN,O
court,DT,O
underlining,NN,O
for,IN,O
emphasis,DT,O
22,NN,O
mere,VBG,O
omission,IN,O
or,NN,O
defect,CD,O
in,JJ,O
framing,NN,O
charge,CC,O
does,NN,O
not,IN,O
disable,VBG,O
the,NN,O
criminal,VBZ,O
court,RB,O
from,VB,O
convicting,DT,O
the,JJ,O
accused,NN,O
for,IN,O
the,VBG,O
offence,DT,O
which,VBN,O
is,IN,O
found,DT,O
to,NN,O
have,WDT,O
been,VBZ,O
proved,VBN,O
on,TO,O
the,VB,O
evidence,VBN,O
on,VBN,O
record,IN,O
the,DT,O
code,NN,O
of,IN,O
criminal,NN,O
procedure,DT,O
has,NN,O
ample,IN,O
provisions,JJ,O
to,NN,O
meet,VBZ,O
a,JJ,O
situation,NNS,O
like,TO,O
the,VB,O
one,DT,O
before,NN,O
us,IN,O
from,DT,O
the,CD,O
statement,IN,O
of,PRP,O
charge,IN,O
framed,DT,O
under,NN,O
section,IN,O
304b,NN,O
and,VBN,O
in,IN,O
the,NN,O
alternative,CD,O
section,CC,O
498a,IN,O
ipc,DT,O
as,JJ,O
quoted,NN,O
above,CD,O
it,NN,O
is,IN,O
clear,VBN,O
that,IN,O
all,PRP,O
facts,VBZ,O
and,JJ,O
ingredients,IN,O
for,DT,O
framing,NNS,O
charge,CC,O
for,NNS,O
offence,IN,O
under,VBG,O
section,NN,O
306,IN,O
ipc,NN,O
existed,IN,O
in,NN,O
the,CD,O
case,NN,O
the,VBN,O
mere,IN,O
omission,DT,O
on,NN,O
the,DT,O
part,JJ,O
of,NN,O
the,IN,O
trial,DT,O
judge,NN,O
to,IN,O
mention,DT,O
of,NN,O
section,NN,O
306,TO,O
ipc,NN,O
with,IN,O
498a,NN,O
ipc,CD,O
does,NN,O
not,IN,O
preclude,CD,O
the,NN,O
court,VBZ,O
from,RB,O
convicting,VB,O
the,DT,O
accused,NN,O
for,IN,O
the,VBG,O
said,DT,O
offence,VBN,O
when,IN,O
found,DT,O
proved,VBD,O
in,NN,O
the,WRB,O
alternate,NN,B-LEGAL
charge,VBD,I-LEGAL
framed,IN,O
under,DT,O
section,JJ,O
498a,NN,O
of,VBN,O
ipc,IN,O
it,NN,O
has,CD,O
been,IN,O
clearly,NN,O
mentioned,PRP,O
that,VBZ,O
the,VBN,O
accused,RB,O
subjected,VBN,O
the,IN,O
deceased,DT,O
to,VBN,O
such,VBD,O
cruelty,DT,O
and,VBN,O
harassment,TO,O
as,JJ,O
to,NN,O
drive,CC,O
her,NN,O
to,IN,O
commit,TO,B-LEGAL
suicide,VB,I-LEGAL
the,PRP,O
provisions,TO,O
of,VB,O
section,VB,O
221,DT,O
of,NNS,O
crpc,IN,O
take,NN,O
care,CD,O
of,IN,O
such,NNS,O
a,VBP,O
situation,NN,O
and,IN,O
safeguard,PDT,O
the,DT,O
powers,NN,O
of,CC,O
the,VB,O
criminal,DT,O
court,NNS,O
to,IN,O
convict,DT,O
an,JJ,O
accused,NN,O
for,TO,O
an,VB,O
offence,DT,O
with,VBN,O
which,IN,O
he,DT,O
is,NN,O
not,IN,O
charged,WDT,O
although,PRP,O
on,VBZ,O
facts,RB,O
found,VBN,O
in,IN,O
evidence,IN,O
he,NNS,O
could,VBN,O
have,IN,O
been,NN,O
charged,PRP,O
for,MD,O
such,VB,O
offence,VBN,O
section,VBN,O
221,IN,O
of,JJ,O
crpc,NN,O
needs,NN,O
reproduction,CD,O
221,IN,O
where,NN,O
it,NNS,O
is,NN,O
doubtful,CD,O
what,WRB,O
offence,PRP,O
has,VBZ,O
been,JJ,O
committed,WP,O
1,NN,O
if,VBZ,O
a,VBN,O
single,VBN,O
act,CD,O
or,IN,O
series,DT,O
of,JJ,O
acts,NN,O
is,CC,O
of,NN,O
such,IN,O
a,NNS,O
nature,VBZ,O
that,IN,O
it,JJ,O
is,DT,O
doubtful,NN,O
which,IN,O
of,PRP,O
several,VBZ,O
offences,JJ,O
the,WDT,O
facts,IN,O
which,JJ,O
can,NNS,O
be,DT,O
proved,NNS,O
will,WDT,O
constitute,MD,O
the,VB,O
accused,VBN,O
may,MD,O
be,VB,O
charged,DT,O
with,VBN,O
having,MD,O
committed,VB,O
all,VBN,O
or,IN,O
any,VBG,O
of,VBN,O
such,DT,O
offences,CC,O
and,DT,O
any,IN,O
number,JJ,O
of,NNS,O
such,CC,O
charges,DT,O
may,NN,O
be,IN,O
tried,JJ,O
at,NNS,O
once,MD,O
or,VB,O
he,VBN,O
may,IN,O
be,RB,O
charged,CC,O
in,PRP,O
the,MD,O
alternative,VB,O
with,VBN,O
having,IN,O
committed,DT,O
some,NN,O
one,IN,O
of,VBG,O
the,VBN,O
said,DT,O
offences,CD,O
2,IN,O
if,DT,O
in,VBD,O
such,NNS,O
a,CD,O
case,IN,O
the,IN,O
accused,PDT,O
is,DT,O
charged,NN,O
with,DT,O
one,VBN,O
offence,VBZ,O
and,VBN,O
it,IN,O
appears,CD,O
in,NN,O
evidence,CC,O
that,PRP,O
he,VBZ,O
committed,IN,O
a,NN,O
different,IN,O
offence,PRP,O
for,VBD,O
which,DT,O
he,JJ,O
might,NN,O
have,IN,O
been,WDT,O
charged,PRP,O
under,MD,O
the,VB,O
provisions,VBN,O
of,VBN,O
sub,IN,O
section,DT,O
1,NNS,O
he,IN,O
may,JJ,O
be,NN,O
convicted,CD,O
of,PRP,O
the,MD,O
offence,VB,O
